མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,
,,2358,7,《པེ་》《སྣར་》,བཅུ།,,,,,
,,2359,8,《པེ་》《སྣར་》,ཀྱིས་ཆེ།,,,,,
,470,2360,1,《པེ་》《སྣར་》,p གི།,,,,,
,,2361,2,《པེ་》《སྣར་》,m འགྲོ་བར།,,,,,
,,2362,3,《པེ་》《སྣར་》,ཐིག་ལེས།,,,,,
,,2363,4,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,,2364,5,《པེ་》《སྣར་》,m ལས།,,,,,
,,2365,6,《པེ་》《སྣར་》,m ཟླ་བའི།,,,,,
,,2366,7,《པེ་》《སྣར་》,སྐྱེས།,,,,,
,,2367,8,《པེ་》《སྣར་》,དབྱུག,,,,,
,,2368,9,《པེ་》《སྣར་》,དབྱུག,,,,,
,,2369,10,《པེ་》《སྣར་》,p ཞེས།,,,,,
,,2370,11,《པེ་》《སྣར་》,ནི།,,,,,
,471,2371,1,《པེ་》《སྣར་》,དུ།,,,,,
,,2372,2,《པེ་》《སྣར་》,པོ།,,,,,
,,2373,3,《པེ་》《སྣར་》,མུ།,,,,,
,,2374,4,《པེ་》《སྣར་》,པའི།,,,,,
,,2375,5,《པེ་》《སྣར་》,གཟའ།,,,,,
,,2376,6,《པེ་》《སྣར་》,དབྱུག,,,,,
,,2377,7,《པེ་》《སྣར་》,m ཏུ།,,,,,
,,2378,8,《པེ་》《སྣར་》,བདུན་ཅུ།,,,,,
,,2379,9,《པེ་》《སྣར་》,བོ།,,,,,
,,2380,10,《པེ་》《སྣར་》,གྱི།,,,,,
,,2381,11,《པེ་》《སྣར་》,བཅག,,,,,
,,2382,12,《པེ་》《སྣར་》,དབྱུག,,,,,
,472,2383,1,《པེ་》《སྣར་》,ཆེའི།,,,,,
,,2384,2,《པེ་》《སྣར་》,བས་ནི་རྣ།,,,,,
,,2385,3,《པེ་》《སྣར་》,གྱིས།,,,,,
,,2386,4,《པེ་》《སྣར་》,p ན།,,,,,
,,2387,5,《པེ་》《སྣར་》,བཟང་།,,,,,
,,2388,6,《པེ་》《སྣར་》,བསྟན།,,,,,
,473,2389,1,《པེ་》《སྣར་》,པ།,,,,,
,,2390,2,《པེ་》《སྣར་》,m ཨོཾ་བཱ་སུ་ཀི་ཧཱུཾ་སྭཱ་ཧཱ།,,,,,
,,2391,3,《པེ་》《སྣར་》,ལུ།,,,,,
,,2392,4,《པེ་》《སྣར་》,ཐེ།,,,,,
,,2393,5,《པེ་》《སྣར་》,ཀས།,,,,,
,,2394,6,《པེ་》《སྣར་》,པའི་གདུག,,,,,
,,2395,7,《པེ་》《སྣར་》,ཊཀྐིའི།,,,,,
,474,2396,1,《པེ་》《སྣར་》,པ།,,,,,
,,2397,2,《པེ་》《སྣར་》,གྱིས།,,,,,
,,2398,3,《པེ་》《སྣར་》,དྷ་དྷུ།,,,,,
,,2399,4,《པེ་》《སྣར་》,དུ།,,,,,
,,2400,5,《པེ་》《སྣར་》,p ཿ,,,,,
,,2401,6,《པེ་》《སྣར་》,ཉིད།,,,,,
,475,2402,1,《པེ་》《སྣར་》,m པ།,,,,,
,,2403,2,《པེ་》《སྣར་》,ཎ།,,,,,
,,2404,3,《པེ་》《སྣར་》,གིའུ།,,,,,
,,2405,4,《པེ་》《སྣར་》,ཤིང་།,,,,,
,,2406,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,476,2407,1,《པེ་》《སྣར་》,ནི།,,,,,
,477,2408,1,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2409,2,《པེ་》《སྣར་》,m དང་།,,,,,
,,2410,3,《པེ་》《སྣར་》,དཔའི་མི།,,,,,
,,2411,4,《པེ་》《སྣར་》,དགུ།,,,,,
,,2412,5,《པེ་》《སྣར་》,ནི།,,,,,
,,2413,6,《པེ་》《སྣར་》,བལྟོས།,,,,,
,478,2414,1,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,,2415,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2416,3,《པེ་》《སྣར་》,བརླབས།,,,,,
,,2417,4,《པེ་》《སྣར་》,ཤའི།,,,,,
,,2418,5,《པེ་》《སྣར་》,རྩི།,,,,,
,,2419,6,《པེ་》《སྣར་》,ད།,,,,,
,,2420,7,《པེ་》《སྣར་》,གྱིས།,,,,,
,,2421,8,《པེ་》《སྣར་》,གཞུ།,,,,,
,,2422,9,《པེ་》《སྣར་》,མི།,,,,,
,,2423,10,《པེ་》《སྣར་》,བསྣམས།,,,,,
,479,2424,1,《པེ་》《སྣར་》,ལོ།,,,,,
,,2425,2,《པེ་》《སྣར་》,བདེ་བའི་སྒོམ།,,,,,
,,2426,3,《པེ་》《སྣར་》,འགུགས།,,,,,
,,2427,4,《པེ་》《སྣར་》,p འཇིགས་པར།,,,,,
,480,2428,1,《པེ་》《སྣར་》,བྱའོ།,,,,,
,,2429,2,《པེ་》《སྣར་》,གཟའ་ནི།,,,,,
,,2430,3,《པེ་》《སྣར་》,སྲོགས།,,,,,
,,2431,4,《པེ་》《སྣར་》,ཀརྵ།,,,,,
,,2432,5,《པེ་》《སྣར་》,p བཀའ།,,,,,
,,2433,6,《པེ་》《སྣར་》,p བ།,,,,,
,481,2434,1,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,,2435,2,《པེ་》《སྣར་》,p དུ།,,,,,
,,2436,3,《པེ་》《སྣར་》,གྲུབ།,,,,,
,482,2437,1,《པེ་》《སྣར་》,པུ།,,,,,
,,2438,2,《པེ་》《སྣར་》,པོས།,,,,,
,,2439,3,《པེ་》《སྣར་》,དང་།,,,,,
,,2440,4,《པེ་》《སྣར་》,འདི།,,,,,
,,2441,5,《པེ་》《སྣར་》,p ལ།,,,,,
,,2442,6,《པེ་》《སྣར་》,m དེ།,,,,,
,,2443,7,《པེ་》《སྣར་》,p ནི།,,,,,
,,2444,8,《པེ་》《སྣར་》,མ།,,,,,
,483,2445,1,《པེ་》《སྣར་》,ནཱ།,,,,,
,,2446,2,《པེ་》《སྣར་》,འཇིགས།,,,,,
,,2447,3,《པེ་》《སྣར་》,བྷྲི།,,,,,
,,2448,4,《པེ་》《སྣར་》,བཱ་ཤིག,,,,,
,,2449,5,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2450,6,《པེ་》《སྣར་》,པར།,,,,,
,,2451,7,《པེ་》《སྣར་》,p རས།,,,,,
,484,2452,1,《པེ་》《སྣར་》,རྫོགས།,,,,,
,,2453,2,《པེ་》《སྣར་》,རྗེའི།,,,,,
,,2454,3,《པེ་》《སྣར་》,པར།,,,,,
,,2455,4,《པེ་》《སྣར་》,p ལ།,,,,,
,,2456,5,《པེ་》《སྣར་》,m ཀྱང་།,,,,,
,,2457,6,《པེ་》《སྣར་》,p བ།,,,,,
,485,2458,1,《པེ་》《སྣར་》,p ན།,,,,,
,,2459,2,《པེ་》《སྣར་》,p པ་ཐམས་ཅད།,,,,,
,,2460,3,《པེ་》《སྣར་》,m ན།,,,,,
,,2461,4,《པེ་》《སྣར་》,ནས།,,,,,
,,2462,5,《པེ་》《སྣར་》,ཆུའི།,,,,,
,486,2463,1,《པེ་》《སྣར་》,ལ།,,,,,
,,2464,2,《པེ་》《སྣར་》,m བ་ནི་ཅི།,,,,,
,,2465,3,《པེ་》《སྣར་》,m ནི།,,,,,
,,2466,4,《པེ་》《སྣར་》,བ།,,,,,
,,2467,5,《པེ་》《སྣར་》,བོ།,,,,,
,,2468,6,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2469,7,《པེ་》《སྣར་》,མོའི།,,,,,
,487,2470,1,《པེ་》《སྣར་》,p པ།,,,,,
,,2471,2,《པེ་》《སྣར་》,སྦྱར།,,,,,
,,2472,3,《པེ་》《སྣར་》,གྱུར།,,,,,
,,2473,4,《པེ་》《སྣར་》,བཅིངས་པ།,,,,,
,,2474,5,《པེ་》《སྣར་》,བུ།,,,,,
,488,2475,1,《པེ་》《སྣར་》,གྷཿགྷཿཞེས་པ།,,,,,
,,2476,2,《པེ་》《སྣར་》,གྷ།,,,,,
,,2477,3,《པེ་》《སྣར་》,བཀུར།,,,,,
,,2478,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2479,5,《པེ་》《སྣར་》,འགེགས།,,,,,
,489,2480,1,《པེ་》《སྣར་》,ཙིནྡ།,,,,,
,,2481,2,《པེ་》《སྣར་》,པ་ནི།,,,,,
,,2482,3,《པེ་》《སྣར་》,དཱིབྷ།,,,,,
,,2483,4,《པེ་》《སྣར་》,བརླབ།,,,,,
,,2484,5,《པེ་》《སྣར་》,བུ། (འདིའི་འོག་གི་ཕུར་བུས་ཞེས་པ་རྣམས་《པེ་》《སྣར་》ལ་ཕུར་བུ་ཞེས་འཁོད་ཀྱང་བསྡུར་མཆན་དུ་བཀོད་མེད།),,,,,
,,2485,6,《པེ་》《སྣར་》,pགྱུར་པ།,,,,,
,490,2486,1,《པེ་》《སྣར་》,p ཿ,,,,,
,,2487,2,《པེ་》《སྣར་》,p ཛ།,,,,,
,491,2488,1,《པེ་》《སྣར་》,གྱིས།,,,,,
,,2489,2,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2490,3,《པེ་》《སྣར་》,p ནི།,,,,,
,,2491,4,《པེ་》《སྣར་》,p ཀྱི།,,,,,
,,2492,5,《པེ་》《སྣར་》,གསུམ་འདི་ནི་བཀུར།,,,,,
,492,2493,1,《པེ་》《སྣར་》,དང་།,,,,,
,,2494,2,《པེ་》《སྣར་》,p རྣམས།,,,,,
,,2495,3,《པེ་》《སྣར་》,།། །།,,,,,
,493,2496,1,《པེ་》《སྣར་》,p ནི།,,,,,
,,2497,2,《པེ་》《སྣར་》,མཁའི།,,,,,
,,2498,3,《པེ་》《སྣར་》,p ལ།,,,,,
,,2499,4,《པེ་》《སྣར་》,m དང་།,,,,,
,,2500,5,《པེ་》《སྣར་》,པ།,,,,,
,494,2501,1,《པེ་》《སྣར་》,p པ་ལ། མཚན་ཉིད་ཐམས་ཅད་ནི་པདྨ་ཅན་ལ་སོགས།,,,,,
,,2502,2,《པེ་》《སྣར་》,འཁྲུགས།,,,,,
,,2503,3,《པེ་》《སྣར་》,m དག,,,,,
,,2504,4,《པེ་》《སྣར་》,པ།,,,,,
,,2505,5,《པེ་》《སྣར་》,སརྦྦ།,,,,,
,495,2506,1,《པེ་》《སྣར་》,བསམས་ཏེ།,,,,,
,,2507,2,《པེ་》《སྣར་》,མཁན།,,,,,
,,2508,3,《པེ་》《སྣར་》,རྣམ་པ།,,,,,
,,2509,4,《པེ་》《སྣར་》,ནི།,,,,,
,,2510,5,《པེ་》《སྣར་》,དཀའི།,,,,,
,,2511,6,《པེ་》《སྣར་》,དཔའི།,,,,,
,,2512,7,《པེ་》《སྣར་》,བསྒྲུབ་པ།,,,,,
,,2513,8,《པེ་》《སྣར་》,རྣམ།,,,,,
,496,2514,1,《པེ་》《སྣར་》,སྤྱོད།,,,,,
,497,2515,1,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,,2516,2,《པེ་》《སྣར་》,ཟེར།,,,,,
,,2517,3,《པེ་》《སྣར་》,ནི།,,,,,
,,2518,4,《པེ་》《སྣར་》,p ནི།,,,,,
,,2519,5,《པེ་》《སྣར་》,མ།,,,,,
,,2520,6,《པེ་》《སྣར་》,ནི།,,,,,
,,2521,7,《སྣར་》,དུ་དེ་ལས་སྒོམ།,,,,,
,498,2522,1,《པེ་》《སྣར་》,ཞུགས།,,,,,
,499,2523,1,《པེ་》《སྣར་》,སྟེ། དེས་ན།,,,,,
,,2524,2,《པེ་》《སྣར་》,པའོ།,,,,,
,,2525,3,《པེ་》,བསྔམས།,《སྣར་》,བསྔངས།,,,,
,,2526,4,《པེ་》《སྣར་》,m ནི།,,,,,
,,2527,5,《པེ་》《སྣར་》,ནི།,,,,,
,,2528,6,《པེ་》《སྣར་》,གིས།,,,,,
,,2529,7,《པེ་》《སྣར་》,པ་ནི།,,,,,
,,2530,8,《པེ་》《སྣར་》,བ་འདི།,,,,,
,,2531,9,《པེ་》《སྣར་》,m དེ།,,,,,
,500,2532,1,《པེ་》《སྣར་》,དང་གཞན།,,,,,
,,2533,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2534,3,《སྣར་》,p དེ།,,,,,
,,2535,4,《པེ་》《སྣར་》,གཙིགས།,,,,,
,,2536,5,《པེ་》《སྣར་》,p ནི།,,,,,
,,2537,6,《པེ་》《སྣར་》,པོ།,,,,,
,,2538,7,《པེ་》《སྣར་》,ཏྲུཾ།,,,,,
,501,2539,1,《པེ་》《སྣར་》,m སམ་རྗེའུའི་རིགས།,,,,,
,,2540,2,《པེ་》《སྣར་》,ཚ།,,,,,
,,2541,3,《པེ་》《སྣར་》,བྱ་བ།,,,,,
,,2542,4,《པེ་》《སྣར་》,གྱི།,,,,,
,,2543,5,《པེ་》《སྣར་》,m ལས།,,,,,
,,2544,6,《པེ་》《སྣར་》,p ཕྱེད།,,,,,
,,2545,7,《པེ་》《སྣར་》,གྱིས།,,,,,
,502,2546,1,《པེ་》《སྣར་》,རྗེ།,,,,,
,,2547,2,《པེ་》《སྣར་》,གྱིས་བརླབས།,,,,,
,,2548,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2549,4,《པེ་》《སྣར་》,གྱི།,,,,,
,503,2550,1,《པེ་》《སྣར་》,འདིའི།,,,,,
,,2551,2,《པེ་》《སྣར་》,སྦས་པར།,,,,,
,,2552,3,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,2553,4,《པེ་》《སྣར་》,p ནི།,,,,,
,,2554,5,《པེ་》《སྣར་》,ཧྲཱིཿ,,,,,
,,2555,6,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,504,2556,1,《པེ་》《སྣར་》,སྐུ་ནི།,,,,,
,,2557,2,《པེ་》《སྣར་》,པ།,,,,,
,,2558,3,《པེ་》《སྣར་》,པོ།,,,,,
,,2559,4,《པེ་》《སྣར་》,བ།,,,,,
,,2560,5,《པེ་》《སྣར་》,རྟག,,,,,
,,2561,6,《པེ་》《སྣར་》,པ།,,,,,
,,2562,7,《པེ་》《སྣར་》,m པ།,,,,,
,505,2563,1,《པེ་》《སྣར་》,བཟང་།,,,,,
,,2564,2,《པེ་》《སྣར་》,p དུ།,,,,,
,,2565,3,《པེ་》《སྣར་》,པའི།,,,,,
,,2566,4,《པེ་》《སྣར་》,ན།,,,,,
,,2567,5,《པེ་》《སྣར་》,སྦྱར།,,,,,
,506,2568,1,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,
,,2569,2,《པེ་》《སྣར་》,རུ།,,,,,
,,2570,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2571,4,《པེ་》《སྣར་》,རྟ་ཤས་བསྒྲུབ།,,,,,
,,2572,5,《པེ་》《སྣར་》,གིའུ།,,,,,
,,2573,6,《པེ་》《སྣར་》,གྲུབ་པའོ།,,,,,
,507,2574,1,《པེ་》《སྣར་》,བའི།,,,,,
,,2575,2,《པེ་》《སྣར་》,མ་ཉམས།,,,,,
,,2576,3,《པེ་》《སྣར་》,དེ།,,,,,
,,2577,4,《པེ་》《སྣར་》,p སྐུ་རྣམས་ཀྱིས།,,,,,
,,2578,5,《པེ་》《སྣར་》,p སྐུ་རྣམ་ཀྱི།,,,,,
,,2579,6,《པེ་》《སྣར་》,ཆེན།,,,,,
,508,2580,1,《པེ་》《སྣར་》,སྡུད།,,,,,
,,2581,2,《པེ་》《སྣར་》,ཏུ།,,,,,
,,2582,3,《པེ་》《སྣར་》,འདི།,,,,,
,,2583,4,《པེ་》《སྣར་》,གསུང་།,,,,,
,,2584,5,《པེ་》《སྣར་》,པ།,,,,,
,509,2585,1,《པེ་》《སྣར་》,རྗེ།,,,,,
,,2586,2,《པེ་》《སྣར་》,པ་ནི།,,,,,
,,2587,3,《པེ་》《སྣར་》,p རྣམས་ནི།,,,,,
,510,2588,1,《པེ་》《སྣར་》,པ།,,,,,
,,2589,2,《པེ་》《སྣར་》,m ཀྱིས།,,,,,
,,2590,3,《པེ་》《སྣར་》,འདི།,,,,,
,,2591,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,511,2592,1,《པེ་》《སྣར་》,ཏེ།,,,,,
,,2593,2,《པེ་》《སྣར་》,p ཕྱིར།,,,,,
,,2594,3,《པེ་》《སྣར་》,སྔགས་ནས།,,,,,
,,2595,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2596,5,《པེ་》《སྣར་》,བཏགས་པས།,,,,,
,,2597,6,《པེ་》,ཏོ།།,,,,,
,,2598,7,《པེ་》《སྣར་》,ན།,,,,,
,,2599,8,《པེ་》《སྣར་》,དངོས།,,,,,
,512,2600,1,《པེ་》《སྣར་》,ཐིམ།,,,,,
,,2601,2,《པེ་》《སྣར་》,བ།,,,,,
,,2602,3,《པེ་》《སྣར་》,པས་བསྒྲུབ་བྱས།,,,,,
,,2603,4,《པེ་》《སྣར་》,བུ།,,,,,
,,2604,5,《པེ་》《སྣར་》,p ཆོས།,,,,,
,,2605,6,《པེ་》《སྣར་》,གསང་།,,,,,
,,2606,7,《པེ་》《སྣར་》,ན།,,,,,
,513,2607,1,《པེ་》,m ནི།,,,,,
,,2608,2,《པེ་》《སྣར་》,ཛྷཻ།,,,,,
,,2609,3,《པེ་》《སྣར་》,m ནི།,,,,,
,,2610,4,《པེ་》《སྣར་》,p དེ་ཡང་འབབ་པར་འགྱུར་ཏེ།,,,,,
,,2611,5,《པེ་》《སྣར་》,པ་ཡིན་ནོ།,,,,,
,,2612,6,《པེ་》《སྣར་》,m ཿ,,,,,
,,2613,7,《པེ་》《སྣར་》,གི།,,,,,
,,2614,8,《པེ་》《སྣར་》,བ་འགུགས།,,,,,
,,2615,9,《པེ་》《སྣར་》,པོའི།,,,,,
,514,2616,1,《པེ་》《སྣར་》,ཛྷཻ།,,,,,
,,2617,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2618,3,《པེ་》《སྣར་》,ཨཱ་བེ་ཤ་ཡ།,,,,,
,515,2619,1,《པེ་》《སྣར་》,བསམ།,,,,,
,,2620,2,《པེ་》《སྣར་》,ཨཱཿ,,,,,
,,2621,3,《པེ་》《སྣར་》,གྱིས།,,,,,
,,2622,4,《པེ་》《སྣར་》,p ཿ,,,,,
,,2623,5,《པེ་》《སྣར་》,m ཿ,,,,,
,,2624,6,《པེ་》《སྣར་》,ཛྷཻ།,,,,,
,,2625,7,《པེ་》《སྣར་》,ཙ་ལ་ཡ་ཙ།,,,,,
,,2626,8,《པེ་》《སྣར་》,ཛྷཻ།,,,,,
,,2627,9,《པེ་》《སྣར་》,དང་།,,,,,
,516,2628,1,《པེ་》《སྣར་》,གདུང་བར།,,,,,
,,2629,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2630,3,《པེ་》《སྣར་》,བསྒོམས།,,,,,
,,2631,4,《པེ་》《སྣར་》,ནཱཾ།,,,,,
,,2632,5,《པེ་》《སྣར་》,p ཏདྱ་ཐཱ།,,,,,
,,2633,6,《པེ་》《སྣར་》,པཱ།,,,,,
,,2634,7,《པེ་》《སྣར་》,གྲི་ཧི་ཧ།,,,,,
,,2635,8,《པེ་》《སྣར་》,m ཀྲོ་དྷཱི།,,,,,
,,2636,9,《པེ་》《སྣར་》,ཀྲ་རུ་པི་ཎེ།,,,,,
,,2637,10,《པེ་》《སྣར་》,ནནྡ།,,,,,
