མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,,,,,
,,2690,2,《པེ་》《སྣར་》,གྱི།,,,,,
,524,2691,1,《པེ་》《སྣར་》,ཧྲཱིཿའོ།,,,,,
,,2692,2,《པེ་》《སྣར་》,ལ།,,,,,
,,2693,3,《པེ་》《སྣར་》,པོ།,,,,,
,,2694,4,《པེ་》《སྣར་》,སྙིང་པོ།,,,,,
,527,2695,1,《པེ་》《སྣར་》,m ལ།,,,,,
,,2696,2,《པེ་》《སྣར་》,mརྣམས།,,,,,
,,2697,3,《པེ་》《སྣར་》,ན།,,,,,
,,2698,4,《པེ་》,ནི་མ།,《སྣར་》,ནི་ན།,,,,
,528,2699,1,《པེ་》《སྣར་》,p དོན།,,,,,
,,2700,2,《པེ་》《སྣར་》,ལས་རྩོལ།,,,,,
,529,2701,1,《པེ་》《སྣར་》,པས་མཐོང་བ།,,,,,
,,2702,2,《པེ་》《སྣར་》,གྱི།,,,,,
,,2703,3,《པེ་》《སྣར་》,དཔའ།,,,,,
,530,2704,1,《པེ་》《སྣར་》,m སུ།,,,,,
,,2705,2,《པེ་》《སྣར་》,པས་མི།,,,,,
,,2706,3,《པེ་》《སྣར་》,mཀྱི།,,,,,
,,2707,4,《པེ་》《སྣར་》,རྩོལ།,,,,,
,,2708,5,《པེ་》《སྣར་》,བསོ།,,,,,
,,2709,6,《པེ་》《སྣར་》,རྣམས།,,,,,
,,2710,7,《པེ་》《སྣར་》,རྣམ་པར་བརྒྱན་པ་གང་གིས་མཐོང་བ་དེའི།,,,,,
,,2711,8,《པེ་》《སྣར་》,བརླབ།,,,,,
,,2712,9,《པེ་》《སྣར་》,བའི།,,,,,
,531,2713,1,《པེ་》《སྣར་》,ན།,,,,,
,,2714,2,《པེ་》《སྣར་》,པ།,,,,,
,,2715,3,《པེ་》《སྣར་》,དེ།,,,,,
,,2716,4,《པེ་》《སྣར་》,པའི།,,,,,
,532,2717,1,《པེ་》《སྣར་》,ཆོས་གང་ནི་གཟུགས་ལ་སོགས་པ་དང་། ,,,,,
,,2718,2,《པེ་》《སྣར་》,བལྟས་པ།,,,,,
,533,2719,1,《པེ་》《སྣར་》,མཁའ།,,,,,
,,2720,2,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,2721,3,《པེ་》《སྣར་》,m ཤེས།,,,,,
,,2722,4,《པེ་》《སྣར་》,m ཀྱི།,,,,,
,,2723,5,《པེ་》《སྣར་》,པའོ།།,,,,,
,534,2724,1,《པེ་》,དཔའ།,,,,,
,,2725,2,《པེ་》《སྣར་》,གྱིས།,,,,,
,,2726,3,《པེ་》《སྣར་》,mབཤད།,,,,,
,,2727,4,《པེ་》《སྣར་》,སོར།,,,,,
,,2728,5,《པེ་》《སྣར་》,p དང་།,,,,,
,,2729,6,《པེ་》《སྣར་》,p སྟེ།,,,,,
,535,2730,1,《པེ་》《སྣར་》,སོ།,,,,,
,,2731,2,《སྣར་》,ན།,,,,,
,536,2732,1,《པེ་》《སྣར་》,མཁའ།,,,,,
,537,2733,1,《པེ་》《སྣར་》,འགུགས།,,,,,
,,2734,2,《པེ་》《སྣར་》,གིས།,,,,,
,,2735,3,《པེ་》《སྣར་》,རིགས།,,,,,
,538,2736,1,《པེ་》《སྣར་》,p དང་།,,,,,
,,2737,2,《པེ་》《སྣར་》,སྒོམ།,,,,,
,539,2738,1,《པེ་》《སྣར་》,།། །།,,,,,
,,2739,2,《པེ་》《སྣར་》,ཡང་།,,,,,
,540,2740,1,《པེ་》《སྣར་》,ཉིད་དུ།,,,,,
,,2741,2,《པེ་》《སྣར་》,m ཡིན།,,,,,
,541,2742,1,《པེ་》《སྣར་》,འཕྲེང་།,,,,,
,,2743,2,《པེ་》《སྣར་》,རྟོགས།,,,,,
,542,2744,1,《པེ་》《སྣར་》,m ཚེ།,,,,,
,,2745,2,《པེ་》《སྣར་》,རབ།,,,,,
,,2746,3,《པེ་》《སྣར་》,m ངེ་།,,,,,
,,2747,4,《པེ་》《སྣར་》,m པ།,,,,,
,,2748,5,《པེ་》《སྣར་》,ནི་བཛྲི་བྷཱ།,,,,,
,543,2749,1,《པེ་》《སྣར་》,ལ།,,,,,
,,2750,2,《པེ་》《སྣར་》,གྱི།,,,,,
,,2751,3,《སྣར་》,བཀའ།,,,,,
,,2752,4,《པེ་》《སྣར་》,p འདབ་མ་སྣ་ཚོགས་པའི་འདབ་མ་རྣམས་ལ།,,,,,
,,2753,5,《པེ་》《སྣར་》,བརླབས།,,,,,
,,2754,6,《པེ་》《སྣར་》,གི།,,,,,
,,2755,7,《པེ་》《སྣར་》,m བ།,,,,,
,544,2756,1,《པེ་》《སྣར་》,བཛྲ་ཨུཏྟིཥྛ་ཞེས་བྱ་བས།,,,,,
,,2757,2,《པེ་》《སྣར་》,དགུག,,,,,
,,2758,3,《པེ་》《སྣར་》,m ཙཀྲ།,,,,,
,,2759,4,《པེ་》,སདྡྷི།,《སྣར་》,སིདྡྷ།,,,,
,,2760,5,《པེ་》《སྣར་》,ལ་ཡ་ཀཱི།,,,,,
,,2761,6,《པེ་》《སྣར་》,རང་།,,,,,
,,2762,7,《པེ་》《སྣར་》,བཞུགས།,,,,,
,,2763,8,《པེ་》《སྣར་》,m དང་།,,,,,
,,2764,9,《པེ་》《སྣར་》,ཏྲི་ཀ་དང་འབྲི།,,,,,
,,2765,10,《པེ་》《སྣར་》,དཎྜོད་པ།,,,,,
,545,2766,1,《པེ་》《སྣར་》,བཟུང་།,,,,,
,,2767,2,《པེ་》《སྣར་》,ཡིས།,,,,,
,,2768,3,《པེ་》《སྣར་》,དང་།,,,,,
,,2769,4,《པེ་》《སྣར་》,p གནས་ཇི་ལྟ་བ་བཞིན་དུ་རེག་ཅིང་ཀྱི་ས་བོན་ཡང་།,,,,,
,546,2770,1,《པེ་》《སྣར་》,དང་།,,,,,
,,2771,2,《པེ་》《སྣར་》,གང་།,,,,,
,,2772,3,《པེ་》《སྣར་》,གིས།,,,,,
,,2773,4,《པེ་》《སྣར་》,ཡིི།,,,,,
,,2774,5,《པེ་》《སྣར་》,སྐྱེས།,,,,,
,,2775,6,《པེ་》《སྣར་》,གི།,,,,,
,,2776,7,《པེ་》《སྣར་》,རིགས།,,,,,
,,2777,8,《པེ་》《སྣར་》,པོ་ཡི།,,,,,
,,2778,9,《པེ་》《སྣར་》,པོ།,,,,,
,547,2779,1,《པེ་》《སྣར་》,བྱ།,,,,,
,,2780,2,《པེ་》《སྣར་》,p བརྗོད་དུ།,,,,,
,,2781,3,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2782,4,《པེ་》《སྣར་》,འཐོར།,,,,,
,,2783,5,《པེ་》《སྣར་》,དྷརྨ་མཱཿསརྦྦ།,,,,,
,,2784,6,《པེ་》《སྣར་》,སརྦྦ་བི་ཀལྤ།,,,,,
,,2785,7,《པེ་》《སྣར་》,བྱ་བས།,,,,,
,,2786,8,《སྣར་》,ལ།,,,,,
,,2787,9,《པེ་》《སྣར་》,p ས།,,,,,
,,2788,10,《པེ་》《སྣར་》,བྱས་ལ་ཨོཾ་སཾ་ཧཾ་ཨཾ་ཧཱུཾ་ཞེས།,,,,,
,,2789,11,《པེ་》《སྣར་》,སྐྱེས།,,,,,
,,2790,12,《པེ་》《སྣར་》,མརྒད།,,,,,
,,2791,13,《པེ་》《སྣར་》,བ།,,,,,
,548,2792,1,《པེ་》《སྣར་》,ནཱ།,,,,,
,,2793,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2794,3,《པེ་》《སྣར་》,ཐིག,,,,,
,,2795,4,《པེ་》《སྣར་》,ཐིག,,,,,
,,2796,5,《པེ་》《སྣར་》,གསུང་ཐུགས་ཀྱི་བསྒོམ།,,,,,
,,2797,6,《པེ་》《སྣར་》,གིས།,,,,,
,,2798,7,《པེ་》《སྣར་》,p ལ།,,,,,
,549,2799,1,《པེ་》《སྣར་》,p ཐིག་སྐུད་བཞི་ནི་ལྡན་པ་སྟེ།།,,,,,
,,2800,2,《པེ་》《སྣར་》,གྲྭ།,,,,,
,,2801,3,《པེ་》《སྣར་》,ཙིཏྟ།,,,,,
,550,2802,1,《པེ་》《སྣར་》,m ར།,,,,,
,,2803,2,《པེ་》《སྣར་》,m ནི།,,,,,
,,2804,3,《པེ་》《སྣར་》,m ནི།,,,,,
,,2805,4,《པེ་》《སྣར་》,ཕྱག་མཚན།,,,,,
,,2806,5,《པེ་》《སྣར་》,ཕྱུང་།,,,,,
,,2807,6,《པེ་》《སྣར་》,p སུ།,,,,,
,,2808,7,《པེ་》《སྣར་》,m སྟེ།,,,,,
,551,2809,1,《པེ་》《སྣར་》,pགཉིས།,,,,,
,,2810,2,《པེ་》《སྣར་》,ལོ།,,,,,
,,2811,3,《པེ་》《སྣར་》,བཞུགས།,,,,,
,,2812,4,《པེ་》《སྣར་》,ཕྱུང་།,,,,,
,,2813,5,《པེ་》《སྣར་》,བཞག,,,,,
,,2814,6,《པེ་》《སྣར་》,ལོ་བཅུ་དྲུག,,,,,
,,2815,7,《པེ་》《སྣར་》,བ།,,,,,
,552,2816,1,《པེ་》《སྣར་》,གྱི།,,,,,
,,2817,2,《པེ་》《སྣར་》,འཇིབ།,,,,,
,,2818,3,《པེ་》《སྣར་》,སེ།,,,,,
,,2819,4,《པེ་》《སྣར་》,པོའམ།,,,,,
,,2820,5,《པེ་》《སྣར་》,བསྲེག,,,,,
,,2821,6,《པེ་》《སྣར་》,ཐབས།,,,,,
,553,2822,1,《པེ་》《སྣར་》,བསལ།,,,,,
,,2823,2,《པེ་》《སྣར་》,གྱི།,,,,,
,,2824,3,《པེ་》《སྣར་》,p ཛཿཡི་མཐའ་ཅན་ཊཀྐི་ཡིས། །,,,,,
,,2825,4,《པེ་》《སྣར་》,འདི།,,,,,
,,2826,5,《པེ་》《སྣར་》,སྡུས།,,,,,
,,2827,6,《པེ་》《སྣར་》,ཀ,,,,,
,,2828,7,《པེ་》《སྣར་》,སྐྱེས།,,,,,
,,2829,8,《པེ་》,བར།,,,,,
,,2830,9,《པེ་》《སྣར་》,ལྷའི།,,,,,
,,2831,10,《པེ་》《སྣར་》,བྱ།,,,,,
,,2832,11,《པེ་》《སྣར་》,ཀ,,,,,
,554,2833,1,《པེ་》《སྣར་》,དུḈḱ།,,,,,
,,2834,2,《པེ་》《སྣར་》,སླེ།,,,,,
,,2835,3,《པེ་》《སྣར་》,རིམ་གྱིས།,,,,,
,,2836,4,《པེ་》《སྣར་》,བྱས།,,,,,
,,2837,5,《པེ་》《སྣར་》,པ།,,,,,
,,2838,6,《པེ་》《སྣར་》,དྲུག,,,,,
,,2839,7,《པེ་》《སྣར་》,བར།,,,,,
,,2840,8,《པེ་》《སྣར་》,སམ་གཉིས།,,,,,
,,2841,9,《པེ་》《སྣར་》,ཡི།,,,,,
,,2842,10,《པེ་》《སྣར་》,ཡི།,,,,,
,555,2843,1,《པེ་》《སྣར་》,སློབ་མ་ཡིས་ནི་ཐོབ་པར་འགྱུར།།,,,,,
,,2844,2,《པེ་》《སྣར་》,ཏུ་བསྲེགས་པ་ཡིས།,,,,,
,,2845,3,《པེ་》《སྣར་》,ཡི།,,,,,
,,2846,4,《པེ་》《སྣར་》,པ།,,,,,
,,2847,5,《པེ་》《སྣར་》,ལྟར།,,,,,
,,2848,6,《པེ་》《སྣར་》,p མ།,,,,,
,556,2849,1,《པེ་》《སྣར་》,དེང་།,,,,,
,,2850,2,《པེ་》《སྣར་》,p པར།,,,,,
,,2851,3,《པེ་》《སྣར་》,རྟག,,,,,
,,2852,4,《པེ་》《སྣར་》,ནི།,,,,,
,557,2853,1,《པེ་》《སྣར་》,པ།,,,,,
,,2854,2,《པེ་》《སྣར་》,p ཀྱང་།,,,,,
,,2855,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2856,4,《པེ་》《སྣར་》,བཛྲ་ཨུ་ད་ཀ་ཋ། དེ་རིང་།,,,,,
,,2857,5,《པེ་》《སྣར་》,འབབ།,,,,,
,,2858,6,《པེ་》《སྣར་》,p ལ།,,,,,
,,2859,7,《པེ་》《སྣར་》,ཤུ།,,,,,
,,2860,8,《པེ་》《སྣར་》,སརྦྦ་སིད་དྷཾ།,,,,,
,,2861,9,《པེ་》《སྣར་》,p ཿ,,,,,
,,2862,10,《པེ་》《སྣར་》,འཇུག,,,,,
,558,2863,1,《པེ་》《སྣར་》,དག་ནི་ཏིང་འཛིན།,,,,,
,,2864,2,《པེ་》《སྣར་》,བཏུད།,,,,,
,559,2865,1,《པེ་》《སྣར་》,རྗེས།,,,,,
,,2866,2,《པེ་》《སྣར་》,གིས།,,,,,
,,2867,3,《པེ་》《སྣར་》,སངས་རྒྱས།,,,,,
,,2868,4,《པེ་》《སྣར་》,བཟང་།,,,,,
,,2869,5,《པེ་》《སྣར་》,ཆེ།,,,,,
,,2870,6,《པེ་》《སྣར་》,ཏྲེ་བ་དེ་ཏྭ་མཱ་བྷི་ཥིཉྩ།,,,,,
,,2871,7,《པེ་》《སྣར་》,m ཞེས་པ་ནི་དྲིལ་བུའོ།།,,,,,
,560,2872,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,2873,2,《པེ་》《སྣར་》,གི།,,,,,
,,2874,3,《པེ་》《སྣར་》,དེ་བ་དེ་ཏྭ་མཱ་བྷི་ཥིཉྩ།,,,,,
,,2875,4,《སྣར་》,ཥ།,,,,,
,,2876,5,《པེ་》《སྣར་》,m ས།,,,,,
,,2877,6,《པེ་》《སྣར་》,m པ།,,,,,
,,2878,7,《པེ་》《སྣར་》,པ།,,,,,
,,2879,8,《པེ་》《སྣར་》,བརྟུལ།,,,,,
,,2880,9,《པེ་》《སྣར་》,སརྦྦ།,,,,,
,,2881,10,《པེ་》《སྣར་》,ཡེ་ཏིཥྛ་ཨ་ཥོ།,,,,,
,561,2882,1,《པེ་》《སྣར་》,བདག,,,,,
,,2883,2,《པེ་》《སྣར་》,ཁར།,,,,,
,,2884,3,《པེ་》《སྣར་》,མི།,,,,,
,,2885,4,《པེ་》《སྣར་》,པར་གྱི།,,,,,
,,2886,5,《པེ་》《སྣར་》,m བ།,,,,,
,,2887,6,《པེ་》《སྣར་》,པད་མ།,,,,,
,,2888,7,《པེ་》《སྣར་》,མི།,,,,,
,,2889,8,《པེ་》《སྣར་》,བསྟེན།,,,,,
,562,2890,1,《པེ་》《སྣར་》,ནཱ་དའི།,,,,,
,,2891,2,《པེ་》《སྣར་》,p ཏེ།,,,,,
,,2892,3,《པེ་》《སྣར་》,p ལ།,,,,,
,,2893,4,《པེ་》《སྣར་》,པ་སྟེ།,,,,,
,,2894,5,《པེ་》《སྣར་》,m བཤད།,,,,,
,,2895,6,《པེ་》《སྣར་》,དགའ།,,,,,
,,2896,7,《པེ་》《སྣར་》,ཕྱེ།,,,,,
,,2897,8,《པེ་》《སྣར་》,སྒྲུབ།,,,,,
,,2898,9,《ཅོ་》,པར།,,,,,
,,2899,10,《པེ་》《སྣར་》,ཞི་བ།,,,,,
,,2900,11,《པེ་》《སྣར་》,བྱུང་།,,,,,
,,2901,12,《པེ་》《སྣར་》,ཏེ།,,,,,
,563,2902,1,《པེ་》《སྣར་》,རཱ།,,,,,
,,2903,2,《པེ་》《སྣར་》,དེའི་ཚེ།,,,,,
,,2904,3,《པེ་》《སྣར་》,དགའ་བྲལ།,,,,,
,,2905,4,《པེ་》,བྱ།,,,,,
,,2906,5,《ཅོ་》,ལྟ།,,,,,
,,2907,6,《སྣར་》,བྲལ།,,,,,
,,2908,7,《སྣར་》,ཡི།,,,,,
,,2909,8,《སྣར་》,ཅིག་ཞག,,,,,
,,2910,9,《སྣར་》,མས།,,,,,
,,2911,10,《སྣར་》,རིགས།,,,,,
,,2912,11,《སྣར་》,བྷཱཉྫ།,,,,,
,564,2913,1,《སྣར་》,བར།,,,,,
,,2914,2,《སྣར་》,དེ།,,,,,
,,2915,3,《སྣར་》,དེས་བརྟེན།,,,,,
,,2916,4,《སྣར་》,ནས།,,,,,
,,2917,5,《པེ་》《སྣར་》,སྣང་།,,,,,
,,2918,6,《པེ་》《སྣར་》,བསད།,,,,,
,,2919,7,《པེ་》《སྣར་》,རྗེའི།,,,,,
,,2920,8,《སྣར་》,ནས།,,,,,
,565,2921,1,《པེ་》《སྣར་》,m ཡི།,,,,,
,,2922,2,《པེ་》《སྣར་》,གྱིས།,,,,,
,,2923,3,《པེ་》《སྣར་》,མུཿའི།,,,,,
,,2924,4,《པེ་》《སྣར་》,བཀྲུ།,,,,,
,,2925,5,《པེ་》《སྣར་》,བདུགས།,,,,,
,,2926,6,《པེ་》《སྣར་》,བཞག,,,,,
,,2927,7,《པེ་》《སྣར་》,p བདུད་རྩི་དང་བཅས་པའི།,,,,,
,566,2928,1,《པེ་》《སྣར་》,སྐོར།,,,,,
,,2929,2,《པེ་》《སྣར་》,བཞག,,,,,
,,2930,3,《པེ་》《སྣར་》,p དེ་ལྟར།,,,,,
,,2931,4,《པེ་》《སྣར་》,པོ།,,,,,
,567,2932,1,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,568,2933,1,《པེ་》《སྣར་》,དཔའི།,,,,,
,,2934,2,《པེ་》《སྣར་》,m ཕྱག་མཚན།,,,,,
,,2935,3,《པེ་》《སྣར་》,ལ།,,,,,
,,2936,4,《པེ་》《སྣར་》,པར།,,,,,
,,2937,5,《པེ་》《སྣར་》,གྱི་གསུང་ནི།,,,,,
,569,2938,1,《པེ་》《སྣར་》,p ཏིང་ངེ་།,,,,,
,,2939,2,《པེ་》《སྣར་》,བར་བྱའོ།,,,,,
,,2940,3,《པེ་》《སྣར་》,p སྐུ་གསུམ་གྱི།,,,,,
,,2941,4,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,2942,5,《པེ་》《སྣར་》,m ངེ་།,,,,,
,570,2943,1,《པེ་》《སྣར་》,མདོ་ནི།,,,,,
,,2944,2,《པེ་》《སྣར་》,བརླབས།,,,,,
,,2945,3,《པེ་》《སྣར་》,m པར།,,,,,
,,2946,4,《པེ་》《སྣར་》,m བ།,,,,,
,,2947,5,《པེ་》《སྣར་》,བསྟན།,,,,,
,,2948,6,《པེ་》《སྣར་》,ནི་སྒོམ།,,,,,
,,2949,7,《པེ་》《སྣར་》,གྱིས།,,,,,
,,2950,8,《པེ་》《སྣར་》,གྱིས།,,,,,
,571,2951,1,《པེ་》《སྣར་》,རང་གི།,,,,,
,,2952,2,《པེ་》《སྣར་》,m ཀྱིས།,,,,,
,,2953,3,《པེ་》《སྣར་》,རླབ།,,,,,
,,2954,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,572,2955,1,《པེ་》《སྣར་》,ལ་བྷ་ཤོས།,,,,,
,,2956,2,《པེ་》《སྣར་》,ལྔ།,,,,,
,,2957,3,《པེ་》《སྣར་》,p ལ།,,,,,
,,2958,4,《པེ་》《སྣར་》,པོས།,,,,,
,,2959,5,《པེ་》《སྣར་》,མལླི།,,,,,
,,2960,6,《པེ་》《སྣར་》,སྟེ།,,,,,
,,2961,7,《པེ་》《སྣར་》,པར།,,,,,
,,2962,8,《པེ་》《སྣར་》,p མ།,,,,,
,573,2963,1,《པེ་》《སྣར་》,m ནི།,,,,,
,,2964,2,《པེ་》《སྣར་》,བསྟེན།,,,,,
,,2965,3,《པེ་》《སྣར་》,བརླབས།,,,,,
,,2966,4,《པེ་》《སྣར་》,བསྒོམ།,,,,,
,,2967,5,《པེ་》《སྣར་》,བརླབས།,,,,,
,,2968,6,《པེ་》《སྣར་》,ལས།,,,,,
,574,2969,1,《པེ་》,ཆེན།,《སྣར་》,ཆེན་ནི།,,,,
,,2970,2,《པེ་》《སྣར་》,བརྒྱ།,,,,,
,,2971,3,《པེ་》《སྣར་》,ནི།,,,,,
,,2972,4,《པེ་》《སྣར་》,p ཞེས་འབྱུང་ངོ་།,,,,,
,,2973,5,《ཅོ་》,p དང་།,,,,,
,,2974,6,《པེ་》《སྣར་》,པར།,,,,,
,,2975,7,《པེ་》《སྣར་》,རྗེས།,,,,,
,575,2976,1,《པེ་》《སྣར་》,བཞག,,,,,
,,2977,2,《པེ་》《སྣར་》,བཞག,,,,,
,,2978,3,《པེ་》《སྣར་》,བརླབ།,,,,,
,,2979,4,《པེ་》,མ།,,,,,
,,2980,5,《པེ་》《སྣར་》,གཉིས་ཀྱི།,,,,,
,,2981,6,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,2982,7,《པེ་》,m བརྒྱ་རྩ།,,,,,
,576,2983,1,《པེ་》《སྣར་》,m དེ།,,,,,
,,2984,2,《པེ་》,ནི་ར།,,,,,
,,2985,3,《པེ་》《སྣར་》,བརྒྱ།,,,,,
,,2986,4,《པེ་》《སྣར་》,ཏོ།།,,,,,
,,2987,5,《པེ་》《སྣར་》,p ཀྱི།,,,,,
,,2988,6,《པེ་》《སྣར་》,པས།,,,,,
,,2989,7,《པེ་》《སྣར་》,ཛྷཻ། དེ་ཉིད།,,,,,
,577,2990,1,《སྣར་》,བརླབས།,,,,,
,,2991,2,《པེ་》《སྣར་》,གྱི།,,,,,
,,2992,3,《པེ་》《སྣར་》,གྱིས།,,,,,
,,2993,4,《སྣར་》,ཀྱི།,,,,,
,,2994,5,《པེ་》,བརྟེགས།,,,,,
,,2995,6,《པེ་》《སྣར་》,སྤོ།,,,,,
,,2996,7,《པེ་》《སྣར་》,བརླབ།,,,,,
,,2997,8,《པེ་》《སྣར་》,བརླབ།,,,,,
,,2998,9,《པེ་》《སྣར་》,སྦས་པར།,,,,,
,,2999,10,《པེ་》《སྣར་》,m པ།,,,,,
,578,3000,1,《པེ་》《སྣར་》,m ཕྱིར།,,,,,
,,3001,2,《པེ་》《སྣར་》,ལས།,,,,,
,579,3002,1,《པེ་》《སྣར་》,པའི།,,,,,
,,3003,2,《ཅོ་》,ཀྱི།,,,,,
,,3004,3,《པེ་》《སྣར་》,རྟག,,,,,
,,3005,4,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3006,5,《པེ་》《སྣར་》,m ལ།,,,,,
,,3007,6,《པེ་》《སྣར་》,ཀྱི།,,,,,
,,3008,7,《པེ་》《སྣར་》,པོའི་ཏིང་ངེ་།,,,,,
,,3009,8,《པེ་》《སྣར་》,m སུ།,,,,,
,580,3010,1,《པེ་》《སྣར་》,m སུ།,,,,,
,,3011,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,3012,3,《པེ་》《སྣར་》,འཐོབ།,,,,,
,,3013,4,《པེ་》《སྣར་》,རིགས།,,,,,
,581,3014,1,《པེ་》《སྣར་》,m ལྷའི་བུ།,,,,,
,,3015,2,《པེ་》《སྣར་》,བཤད་པ་ལ་སོགས་པའི།,,,,,
,,3016,3,《པེ་》《སྣར་》,པས།,,,,,
,,3017,4,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,
,,3018,5,《པེ་》《སྣར་》,ནི།,,,,,
,582,3019,1,《པེ་》《སྣར་》,འཁྲུགས།,,,,,
,,3020,2,《པེ་》《སྣར་》,གྱི།,,,,,
,,3021,3,《པེ་》《སྣར་》,p དེ་ལ་ཞེས་བྱ་བ་ལ་སོགས་པ་ལ།,,,,,
,,3022,4,《པེ་》《སྣར་》,བྱ་སྟེ།,,,,,
,,3023,5,《པེ་》《སྣར་》,ཁཱཾ་དྷི།,,,,,
,,3024,6,《པེ་》《སྣར་》,ཀྱི།,,,,,
,583,3025,1,《པེ་》《སྣར་》,རིགས།,,,,,
,,3026,2,《པེ་》《སྣར་》,བརྟན།,,,,,
,584,3027,1,《པེ་》《སྣར་》,བས་གནས།,,,,,
,,3028,2,《པེ་》《སྣར་》,p པའི།,,,,,
,,3029,3,《པེ་》《སྣར་》,ཧྲཱིཿའོ།,,,,,
,,3030,4,《པེ་》《སྣར་》,p པ།,,,,,
,,3031,5,《པེ་》《སྣར་》,འདུས།,,,,,
,585,3032,1,《པེ་》《སྣར་》,བཅིང་བ།,,,,,
,,3033,2,《པེ་》《སྣར་》,སྤང་བ།,,,,,
,,3034,3,《པེ་》《སྣར་》,བོང་།,,,,,
,,3035,4,《པེ་》《སྣར་》,གསུམ།,,,,,
,,3036,5,《པེ་》《སྣར་》,m ཉིད།,,,,,
,,3037,6,《སྣར་》,དེ།,,,,,
,,3038,7,《པེ་》《སྣར་》,ཆེ།,,,,,
,,3039,8,《པེ་》《སྣར་》,འཇམ་པ།,,,,,
,586,3040,1,《པེ་》《སྣར་》,དམར།,,,,,
,,3041,2,《པེ་》《སྣར་》,m རྨོངས་བྱེད་དང་།,,,,,
,,3042,3,《པེ་》《སྣར་》,བསྐྱེད།,,,,,
,,3043,4,《པེ་》《སྣར་》,p གྱི།,,,,,
,,3044,5,《པེ་》《སྣར་》,ན།,,,,,
,,3045,6,《པེ་》《སྣར་》,གྱིས།,,,,,
,,3046,7,《སྣར་》,སློག,,,,,
,,3047,8,《པེ་》,དེ་སྲིད་དུ།,《སྣར་》,དེ་སྲིད་སུ།,,,,
,,3048,9,《པེ་》《སྣར་》,གྱིས།,,,,,
,,3049,10,《སྣར་》,m པ།,,,,,
,587,3050,1,《པེ་》《སྣར་》,ཞུགས།,,,,,
,,3051,2,《པེ་》《སྣར་》,ནི།,,,,,
,,3052,3,《པེ་》《སྣར་》,p ལ།,,,,,
,,3053,4,《པེ་》《སྣར་》,གིས།,,,,,
,588,3054,1,《པེ་》《སྣར་》,p ཐམས་ཅད་ནི་དཀྱིལ་འཁོར་པ་རྣམས།,,,,,
,,3055,2,《པེ་》《སྣར་》,m ག,,,,,
,,3056,3,《པེ་》《སྣར་》,བཟའ་བར་བྱ་བ།,,,,,
,,3057,4,《པེ་》《སྣར་》,m གྱི།,,,,,
,,3058,5,《པེ་》《སྣར་》,བརྒྱན།,,,,,
,,3059,6,《པེ་》《སྣར་》,ཚོ།,,,,,
,,3060,7,《པེ་》《སྣར་》,mགྱི།,,,,,
,,3061,8,《པེ་》《སྣར་》,ནི།,,,,,
,,3062,9,《པེ་》《སྣར་》,m གྱི།,,,,,
,,3063,10,《པེ་》《སྣར་》,p དེ་ཉིད་བསྟན་པའི་ཕྱིར་རྡོ་རྗེ་གང་ལ་ཡོད་པ་དེ་ནི་ཡིད་བཞིན་ནོར་བུ་རྡོ་རྗེ།,,,,,
,,3064,11,《པེ་》《སྣར་》,དང་སྦྱར་ཏེ།,,,,,
,,3065,12,《པེ་》《སྣར་》,p དད།,,,,,
,,3066,13,《པེ་》《སྣར་》,ཝ།,,,,,
,,3067,14,《པེ་》《སྣར་》,བཟའ།,,,,,
,,3068,15,《པེ་》《སྣར་》,གིས།,,,,,
,,3069,16,《པེ་》《སྣར་》,m གྱི།,,,,,
,589,3070,1,《པེ་》《སྣར་》,p འཛིན་པར།,,,,,
,,3071,2,《པེ་》《སྣར་》,m ལི་དང་ཀཱ།,,,,,
,,3072,3,《པེ་》《སྣར་》,p སེམས་ཀྱི།,,,,,
,,3073,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,
,,3074,5,《པེ་》《སྣར་》,p ཿ,,,,,
,590,3075,1,《པེ་》《སྣར་》,པ།,,,,,
,,3076,2,《པེ་》《སྣར་》,མ་སྟེ།,,,,,
,,3077,3,《པེ་》《སྣར་》,ཉིད་ཀྱི།,,,,,
,591,3078,1,《པེ་》《སྣར་》,m སྟེ།,,,,,
,,3079,2,《པེ་》《སྣར་》,དབྱངས།,,,,,
,592,3080,1,《སྣར་》,ཡཱ།,,,,,
,,3081,2,《པེ་》《སྣར་》,m གྱི།,,,,,
,,3082,3,《པེ་》《སྣར་》,m པོ།,,,,,
,,3083,4,《པེ་》《སྣར་》,m སྔགས།,,,,,
,,3084,5,《པེ་》《སྣར་》,p ལྷ།,,,,,
