མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ,མཆན།,
,,2878,11,《པེ་》《སྣར་》,pནི།,
,,2879,12,《པེ་》《སྣར་》,ལའང་།,
,781,2880,1,《པེ་》《སྣར་》,mཅན།,
,,2881,2,《པེ་》《སྣར་》,ཀྱི།,
,,2882,3,《པེ་》《སྣར་》,ལ་བརྩོན།,《ཅོ་》,བཙུན།
,,2883,4,《པེ་》《སྣར་》,པ།,
,,2884,5,《པེ་》《སྣར་》,པོར།,
,,2885,6,《པེ་》,pབ།,
,782,2886,1,《པེ་》,pཔ།,
,,2887,2,《པེ་》《སྣར་》,ཐོས་པ།,
,,2888,3,《པེ་》《སྣར་》,བསྒོམས།,
,,2889,4,《སྣར་》,སྐྱིའོ།,
,783,2890,1,《པེ་》《སྣར་》,mཔ།,
,,2891,2,《པེ་》《སྣར་》,བུ།,
,,2892,3,《པེ་》《སྣར་》,གྱི།,
,,2893,4,《པེ་》《སྣར་》,ཞིག།,
,,2894,5,《པེ་》《སྣར་》,ལྟའོ།,
,,2895,6,《པེ་》《སྣར་》,རྫི།,
,,2896,7,《པེ་》《སྣར་》,ཉིད་སྟན།,
,,2897,8,《པེ་》《སྣར་》,གཞན།,
,784,2898,1,《པེ་》,འཛུད་མཐོང་།,《སྣར་》,འཛུད་པ་ཐོང་།
,,2899,2,《པེ་》《སྣར་》,བསྙེད།,
,,2900,3,《པེ་》《སྣར་》,ཆུའང་།,
,,2901,4,《སྣར་》,སྟན།,
,,2902,5,《སྣར་》,།། །།,
,,2903,6,《པེ་》《སྣར་》,པར།,
,,2904,7,《སྣར་》,པ།,
,,2905,8,《པེ་》《སྣར་》,བཟུང་།,
,785,2906,1,《པེ་》《སྣར་》,pཀྱིས།,
,,2907,2,《པེ་》《སྣར་》,།།,
,,2908,3,《པེ་》《སྣར་》,།། །།,
,,2909,4,《པེ་》《སྣར་》,mདང་།,
,,2910,5,《སྣར་》,དགོས།,
,,2911,6,《པེ་》《སྣར་》,ལོ།,
,,2912,7,《པེ་》《སྣར་》,ལས།,
,,2913,8,《པེ་》《སྣར་》,གི།,
,,2914,9,《པེ་》《སྣར་》,mཔ།,
,,2915,10,《པེ་》《སྣར་》,pབ།,
,,2916,11,《པེ་》《སྣར་》,འདའ་བ།,
,786,2917,1,《པེ་》《སྣར་》,མངོན།,
,,2918,2,《པེ་》《སྣར་》,ཞིང་།,
,,2919,3,《པེ་》《སྣར་》,གིས།,
,,2920,4,《པེ་》《སྣར་》,པས།,
,,2921,5,《པེ་》《སྣར་》,ཀྱི།,
,,2922,6,《པེ་》《སྣར་》,སྐྱེད།,
,,2923,7,《པེ་》,ཀྱི།,
,,2924,8,《པེ་》《སྣར་》,ལས།,
,787,2925,1,《པེ་》,དེར་ཐེག,《སྣར་》,དེར་ཐོག
,,2926,2,《པེ་》,ནས།,《སྣར་》,ན།
,,2927,3,《པེ་》《སྣར་》,པ་ལྟ།,
,,2928,4,《པེ་》,pང་།,《སྣར་》,pདང་།
,788,2929,1,《སྣར་》,ལ།,
,,2930,2,《པེ་》《སྣར་》,མཐོ།,
,,2931,3,《སྣར་》,mཔ།,
,,2932,4,《སྣར་》,ནི།,
,,2933,5,《པེ་》《སྣར་》,དེ།,
,,2934,6,《པེ་》《སྣར་》,pདང་།,
,789,2935,1,《པེ་》《སྣར་》,pམང་།,
,,2936,2,《པེ་》《སྣར་》,ཆེ།,
,,2937,3,《པེ་》《སྣར་》,སྦྱིན།,
,,2938,4,《པེ་》,ལ།,
,,2939,5,《སྣར་》,དཀུག,
,,2940,6,《པེ་》,ན་འདིར།,《སྣར་》,ན་འདི།
,790,2941,1,《པེ་》《སྣར་》,pཆེད་དུ།,
,,2942,2,《སྣར་》,གནང་།,
,,2943,3,《པེ་》《སྣར་》,pདུ།,
,,2944,4,《པེ་》《སྣར་》,ཅི།,
,,2945,5,《པེ་》《སྣར་》,ཆེའི།,
,,2946,6,《སྣར་》,པའི།,
,791,2947,1,《པེ་》,བསལ་བ།,《སྣར་》,གསལ་བ།
,,2948,2,《པེ་》《སྣར་》,དེས།,
,,2949,3,《པེ་》《སྣར་》,mཔ།,
,,2950,4,《པེ་》《སྣར་》,གི།,
,,2951,5,《པེ་》《སྣར་》,ཚེའི།,
,,2952,6,《པེ་》《སྣར་》,སྐྱེའོ།,
,,2953,7,《པེ་》《སྣར་》,དེར།,
,,2954,8,《པེ་》《སྣར་》,mནི།,
,,2955,9,《སྣར་》,mབ།,
,792,2956,1,《པེ་》,གྱི་རྒྱན།,《སྣར་》,གྱི་བརྒྱན།
,,2957,2,《སྣར་》,གྱི།,
,,2958,3,《པེ་》,པའོ།,
,,2959,4,《པེ་》《སྣར་》,འགྲུབ།,
,,2960,5,《པེ་》《སྣར་》,ལྟ།,
,,2961,6,《པེ་》《སྣར་》,པའི།,
,,2962,7,《པེ་》《སྣར་》,ཀྱིས།,
,,2963,8,《པེ་》,བྱའོ།,
,,2964,9,《པེ་》《སྣར་》,མཐོར།,
,,2965,10,《པེ་》《སྣར་》,ལ།,
,793,2966,1,《པེ་》《སྣར་》,pནི།,
,,2967,2,《པེ་》《སྣར་》,ཉིད།,
,,2968,3,《པེ་》《སྣར་》,pལ།,
,,2969,4,《པེ་》《སྣར་》,བར།,
,,2970,5,《པེ་》,དཀོད།,
,,2971,6,《པེ་》《སྣར་》,པར།,
,,2972,7,《པེ་》《སྣར་》,པས།,
,,2973,8,《པེ་》《སྣར་》,ཀྱི།,
,,2974,9,《པེ་》《སྣར་》,ཅེས།,
,,2975,10,《པེ་》《སྣར་》,ཀྱི།,
,,2976,11,《པེ་》《སྣར་》,mནི།,
,,2977,12,《པེ་》,pབ།,
,,2978,13,《པེ་》《སྣར་》,pདུ།,
,794,2979,1,《པེ་》《སྣར་》,mལུས།,
,,2980,2,《པེ་》,གྱི།,《སྣར་》,གྱིས།
,,2981,3,《སྣར་》,ལ།,
,,2982,4,《པེ་》《སྣར་》,ནས།,
,,2983,5,《པེ་》《སྣར་》,འོངས་པའི།,
,,2984,6,《པེ་》,ཚིགས།,
,,2985,7,《པེ་》《སྣར་》,བསྡུ་བ།,
,,2986,8,《པེ་》《སྣར་》,mཡང་།,
,,2987,9,《པེ་》《སྣར་》,pའཆང་བ་དང་།,
,,2988,10,《པེ་》,སྲུང་།,
,,2989,11,《སྣར་》,ཀྱི།,
,,2990,12,《པེ་》《སྣར་》,འགྲུབ།,
,,2991,13,《པེ་》,ཏོ།,
,,2992,14,《པེ་》《སྣར་》,དེའི།,
,,2993,15,《པེ་》《སྣར་》,སྲུང་།,
,795,2994,1,《པེ་》《སྣར་》,བསྟན།,
,,2995,2,《པེ་》《སྣར་》,mནི།,
,,2996,3,《སྣར་》,སཾི།,
,,2997,4,《པེ་》《ཅོ་》,སློན་པོ་སའི་རྩ་ལག་གི།,《སྣར་》,སློབ་པོ་སའི་རྩ་ལག་གིས།
,,2998,5,《པེ་》《སྣར་》,སོ།,
