མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན,
,,1971,6,《པེ་》《སྣར་》,འཆི་བ།,
,,1972,7,《སྣར་》,བདེ།,
,,1973,8,《སྣར་》,བཅིང་བས།,
,,1974,9,《སྣར་》,པ།,
,314,1975,1,《པེ་》《སྣར་》,mཔ།,
,,1976,2,《པེ་》《སྣར་》,ལྡོངས།,
,,1977,3,《པེ་》《སྣར་》,པ།,
,,1978,4,《སྣར་》,བྲང་།,
,,1979,5,《པེ་》《སྣར་》,ཀྱིས།,
,,1980,6,《པེ་》《སྣར་》,པ།,
,316,1981,1,《སྣར་》,དྲང་།,
,,1982,2,《པེ་》《སྣར་》,pཔའི།,
,,1983,3,《པེ་》《སྣར་》,བསྒོམས།,
,,1984,4,《པེ་》《སྣར་》,འཇུག,
,,1985,5,《སྣར་》,mཏུ།,
,,1986,6,《པེ་》《སྣར་》,འཇུག,
,,1987,7,《པེ་》《སྣར་》,mཔ་རིག,
,,1988,8,《པེ་》《སྣར་》,རང་སྲོག,
,,1989,9,《པེ་》《སྣར་》,ནི།,
,317,1990,1,《པེ་》《སྣར་》,མཉེས།,
,,1991,2,《པེ་》,བསྟེན།,《སྣར་》,བསྟན།
,,1992,3,《པེ་》《སྣར་》,འཕེལ་ལ།,
,,1993,4,《པེ་》《སྣར་》,སྟེང་།,
,,1994,5,《པེ་》《སྣར་》,དུམྦ།,
,,1995,6,《པེ་》《སྣར་》,ཡིན།,
,,1996,7,《པེ་》《སྣར་》,དེའི།,
,,1997,8,《པེ་》《སྣར་》,རྟག,
,,1998,9,《སྣར་》,བ།  །དག,
,,1999,10,《པེ་》,འདི།,
,,2000,11,《པེ་》,ཀྱི།,
,,2001,12,《པེ་》《སྣར་》,ཀྱི།,
,318,2002,1,《སྣར་》,mཞེས་ཡོངས་སུ་ཉམས་པ་དང་།,
,,2003,2,《པེ་》《སྣར་》,གིས།,
,,2004,3,《པེ་》《སྣར་》,བཟུང་།,
,,2005,4,《སྣར་》,བསྒྲུབ།,
,,2006,5,《པེ་》《སྣར་》,ཀྱི།,
,,2007,6,《པེ་》《སྣར་》,mབརྟགས།,
,,2008,7,《པེ་》《སྣར་》,pརྣམས།,
,,2009,8,《པེ་》《སྣར་》,ཡང་།,
,,2010,9,《པེ་》《སྣར་》,སོ།,
,,2011,10,《པེ་》《སྣར་》,གསེར།,
,,2012,11,《པེ་》《སྣར་》,ས།,
,,2013,12,《པེ་》《སྣར་》,ཚད།,
,,2014,13,《པེ་》《སྣར་》,གིས།,
,,2015,14,《པེ་》《སྣར་》,pཔ།,
,,2016,15,《པེ་》《སྣར་》,འདུ།,
,,2017,16,《པེ་》《སྣར་》,pབ།,
,,2018,17,《པེ་》,བརྩ།,
,,2019,18,《པེ་》《སྣར་》,ཀྱི།,
,319,2020,1,《པེ་》《སྣར་》,mནི།,
,,2021,2,《པེ་》,རིགས།,
,,2022,3,《པེ་》《སྣར་》,སྤང་བར།,
,,2023,4,《པེ་》,རིགས།,
,,2024,5,《པེ་》《སྣར་》,པ།,
,,2025,6,《པེ་》《སྣར་》,བར།,
,,2026,7,《པེ་》《སྣར་》,mགཏམ།,
,,2027,8,《པེ་》《སྣར་》,pཞེ།,
,,2028,9,《པེ་》《སྣར་》,བསལ།,
,,2029,10,《པེ་》《སྣར་》,གྱུར་པ་རྣམས།,
,,2030,11,《སྣར་》,ཀྱིས།,
,,2031,12,《པེ་》《སྣར་》,ཀྱི།,
,,2032,13,《པེ་》《སྣར་》,སྐྱེད།,
,,2033,14,《པེ་》《སྣར་》,བྱ།,
,,2034,15,《པེ་》《སྣར་》,ལ།,
,,2035,16,《སྣར་》,བྲ།,
,320,2036,1,《པེ་》《སྣར་》,mརབ་ཏུ།,
,,2037,2,《པེ་》,གི།,
,,2038,3,《པེ་》《སྣར་》,mདག,
,,2039,4,《པེ་》,བྱེས།,
,,2040,5,《པེ་》《སྣར་》,བྱས།,
,,2041,6,《པེ་》《སྣར་》,ལགས།,
,,2042,7,《པེ་》《སྣར་》,བརྡུངས།,
,,2043,8,《པེ་》《སྣར་》,བརྡུངས་པ།,
,,2044,9,《པེ་》《སྣར་》,ཀྱིས།,
,,2045,10,《པེ་》《སྣར་》,དེ།,
,,2046,11,《པེ་》,ནི།,
,,2047,12,《པེ་》《སྣར་》,མི།,
,,2048,13,《པེ་》《སྣར་》,བཀུར།,
,,2049,14,《པེ་》《སྣར་》,བཀུར།,
,,2050,15,《པེ་》《སྣར་》,བ།,
,321,2051,1,《པེ་》《སྣར་》,ཀྱི།,
,,2052,2,《པེ་》《སྣར་》,ཁུར་བཀུར།,
,,2053,3,《པེ་》《སྣར་》,ཐོག,
,,2054,4,《པེ་》《སྣར་》,བཀུར།,
,,2055,5,《པེ་》《སྣར་》,གསུང་།,
,,2056,6,《པེ་》《སྣར་》,དད།,
,,2057,7,《པེ་》《སྣར་》,mཀྱིས།,
,,2058,8,《པེ་》《སྣར་》,mསྣང་བ།,
,,2059,9,《པེ་》,ཀྱི།,
,322,2060,1,《པེ་》《སྣར་》,མོང་།,
,,2061,2,《པེ་》,བའི་བཏམ།,《སྣར་》,བའི་གཏམ།
,,2062,3,《པེ་》《སྣར་》,བརྒལ།,
,,2063,4,《པེ་》《སྣར་》,བྱའི།,
,,2064,5,《པེ་》,ཕྲག,
,,2065,6,《པེ་》《སྣར་》,སྲེགས་སྲིད་པ།,
,,2066,7,《པེ་》《སྣར་》,pས།,
,,2067,8,《པེ་》《སྣར་》,གིས།,
,,2068,9,《པེ་》《སྣར་》,mནི།,
,,2069,10,《སྣར་》,སྐལ་བ།,
,,2070,11,《པེ་》《སྣར་》,རྟོགས་པ།,
,323,2071,1,《པེ་》《སྣར་》,རྟོག,
,,2072,2,《པེ་》《སྣར་》,mཔ།,
,,2073,3,《པེ་》《སྣར་》,བ།,
,,2074,4,《པེ་》《སྣར་》,པར།,
,,2075,5,《པེ་》,ས་པ།,《སྣར་》,ས།
,,2076,6,《པེ་》《སྣར་》,བའི།,
,,2077,7,《པེ་》《སྣར་》,ཀྱི།,
,,2078,8,《སྣར་》,བའི།,
,324,2079,1,《པེ་》《སྣར་》,རྟོག,
,,2080,2,《པེ་》《སྣར་》,པ་དེ།,
,,2081,3,《པེ་》《སྣར་》,གི།,
,,2082,4,《པེ་》《སྣར་》,ཀྱིས།,
,,2083,5,《པེ་》《སྣར་》,mསྤངས་པའི་ཁྱད་པར།,
,,2084,6,《པེ་》《སྣར་》,སྤང་བ།,
,,2085,7,《པེ་》《སྣར་》,རྟོགས་པས།,
,,2086,8,《པེ་》《སྣར་》,དེར།,
,,2087,9,《པེ་》《སྣར་》,རྟག,
,,2088,10,《པེ་》《སྣར་》,འཕྲོགས།,
,,2089,11,《པེ་》《སྣར་》,mཉིད།,
,,2090,12,《པེ་》《སྣར་》,ཀྱི།,
,325,2091,1,《པེ་》《སྣར་》,བཞི།,
,,2092,2,《པེ་》《སྣར་》,ན།,
,,2093,3,《སྣར་》,བཞི།,
,,2094,4,《པེ་》《སྣར་》,སྒྱུ།,
,,2095,5,《པེ་》《སྣར་》,མོས།,
,,2096,6,《པེ་》《སྣར་》,ཁྱོད།,
,,2097,7,《པེ་》《སྣར་》,བ།,
,,2098,8,《པེ་》《སྣར་》,mཅན།,
,,2099,9,《སྣར་》,ཀྱིས།,
,,2100,10,《པེ་》《སྣར་》,mན།,
,,2101,11,《པེ་》《སྣར་》,བྱ་བ།,
,,2102,12,《པེ་》《སྣར་》,འབྱུང་།,
,326,2103,1,《པེ་》《སྣར་》,ཀྱིས།,
,,2104,2,《པེ་》《སྣར་》,ཀྱིས།,
,,2105,2,《པེ་》《སྣར་》,ཉིད།,
,,2106,4,《པེ་》《སྣར་》,སྤང་བར།,
,,2107,5,《པེ་》《སྣར་》,mམ།,
,,2108,6,《སྣར་》,སྤང་བ།,
,,2109,7,《པེ་》,pལྟར།,
,,2110,8,《པེ་》《སྣར་》,པ།,
,,2111,9,《པེ་》《སྣར་》,དང་ལྷག,
,,2112,10,《པེ་》《སྣར་》,mཔ།,
,,2113,11,《པེ་》《སྣར་》,གནོན།,
,,2114,12,《པེ་》《སྣར་》,mནོ།,
,,2115,13,《པེ་》,pབའི།,
,,2116,14,《པེ་》《སྣར་》,འཕྲོགས།,
,327,2117,1,《པེ་》《སྣར་》,འཕྲིགས།,
,,2118,2,《པེ་》,ཀྱི།,
,,2119,3,《པེ་》《སྣར་》,mཀྱིས།,
,,2120,4,《པེ་》《སྣར་》,མནན།,
,,2121,5,《པེ་》《སྣར་》,གྱེལ།,
,,2122,6,《པེ་》《སྣར་》,བཙལ།,
,328,2123,1,《པེ་》《སྣར་》,ཀྱིས།,
,,2124,2,《པེ་》《སྣར་》,བཙལ།,
,,2125,3,《པེ་》《སྣར་》,mཡང་།,
,,2126,4,《པེ་》《སྣར་》,གྱིས།,
,,2127,5,《པེ་》《སྣར་》,པ།,
,,2128,6,《པེ་》《སྣར་》,ཤེས།,
,,2129,7,《པེ་》《སྣར་》,བརྒལ།,
,,2130,8,《པེ་》《སྣར་》,བྱིན།,
,,2131,9,《པེ་》《སྣར་》,mལ།,
,,2132,10,《པེ་》《སྣར་》,བསྒྲིབ།,
,,2133,11,《པེ་》《སྣར་》,ཡིད།,
,,2134,12,《པེ་》《སྣར་》,དང་།,
,,2135,13,《པེ་》《སྣར་》,ཡི།,
,,2136,14,《པེ་》《སྣར་》,མྱོས་པའི།,
,,2137,15,《པེ་》《སྣར་》,དམ།,
,,2138,16,《པེ་》《སྣར་》,མའོ།,
,,2139,17,《པེ་》《སྣར་》,གྱིས།,
,,2140,18,《པེ་》《སྣར་》,གསུངས།,
,,2141,19,《པེ་》,གནྜི་བསྡུངས།,《སྣར་》,གནྜི་བརྡུངས།
,,2142,20,《པེ་》《སྣར་》,ལྡོངས།,
,329,2143,1,《སྣར་》,བཟུང་།,
,,2144,2,《པེ་》《སྣར་》,ང་རོ།,
,,2145,3,《པེ་》《སྣར་》,གསུངས་པ།,
,,2146,4,《པེ་》《སྣར་》,སྒྲུབ།,
,,2147,5,《པེ་》《སྣར་》,mཔར།,
,,2148,6,《པེ་》《སྣར་》,གི།,
,,2149,7,《སྣར་》,ན།,
,,2150,8,《པེ་》《སྣར་》,སྒྲུབ།,
,,2151,9,《པེ་》《སྣར་》,ཟད།,
,,2152,10,《པེ་》,ཟད།,
,,2153,11,《པེ་》,བཀའ།,
,,2154,12,《པེ་》《སྣར་》,འཚོལ།,
,330,2155,1,《པེ་》,ཕྲག,
,,2156,2,《པེ་》《སྣར་》,mཀྱེ་མའོ་སངས་རྒྱས།,
,,2157,3,《པེ་》《སྣར་》,pཔ།,
,,2158,4,《པེ་》《སྣར་》,ཅིག,
,,2159,5,《སྣར་》,ས།,
,,2160,6,《སྣར་》,བས།,
,,2161,7,《པེ་》《སྣར་》,ནངས།,
,,2162,8,《པེ་》《སྣར་》,པར།,
,,2163,9,《པེ་》《སྣར་》,ཉམས།,
,,2164,10,《པེ་》,མནམ།,
,331,2165,1,《པེ་》《སྣར་》,གསུངས།,
,,2166,2,《པེ་》《སྣར་》,ཕྱི།,
,,2167,3,《པེ་》,སྐྱེད།,
,,2168,4,《པེ་》,pཀྱིས།,
,332,2169,1,《སྣར་》,བཟློས།,
,,2170,2,《པེ་》《སྣར་》,སིདྷ།,
,,2171,3,《པེ་》《སྣར་》,སིདྷ།,
,,2172,4,《པེ་》《སྣར་》,ཙ་བ་བནྡེ་རྩངས།,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
