མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན,,,,,,
,,2831,8,《པེ་》《སྣར་》,གྱི།,,,,,,
,546,2832,1,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,2833,2,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,2834,3,《པེ་》《སྣར་》,གིས་ལུས་ཀྱིི།,,,,,,
,,2835,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2836,5,《པེ་》《སྣར་》,བཟུང་།,,,,,,
,,2837,6,《པེ་》《སྣར་》,mནི།,,,,,,
,,2838,7,《པེ་》《སྣར་》,བལྟ།,,,,,,
,,2839,8,《སྣར་》,mཡོད་པ་ཉིད།,,,,,,
,,2840,9,《པེ་》《སྣར་》,ནས།,,,,,,
,,2841,10,《པེ་》《སྣར་》,mནི།,,,,,,
,,2842,11,《སྣར་》,འཇིགས།,,,,,,
,547,2843,1,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,,2844,2,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,2845,3,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,,2846,4,《པེ་》《སྣར་》,mབ།,,,,,,
,,2847,5,《པེ་》《སྣར་》,ཏོ།།,,,,,,
,,2848,6,《པེ་》《སྣར་》,བཟུང་།,,,,,,
,548,2849,1,《པེ་》《སྣར་》,mཔ།,,,,,,
,,2850,2,《པེ་》《སྣར་》,གྱིི།,,,,,,
,,2851,3,《པེ་》《སྣར་》,ལ་ཟློག,,,,,,
,,2852,4,《པེ་》《སྣར་》,བཟུང་།,,,,,,
,,2853,5,《སྣར་》,གི།,,,,,,
,,2854,6,《པེ་》《སྣར་》,རེ།,,,,,,
,,2855,7,《པེ་》《སྣར་》,ཟློག,,,,,,
,,2856,8,《པེ་》《སྣར་》,གཉིས།,,,,,,
,549,2857,1,《ཅོ་》,པོའི།,,,,,,
,,2858,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2859,3,《པེ་》《སྣར་》,གི།,,,,,,
,,2860,4,《པེ་》《སྣར་》,འཇིགས།,,,,,,
,,2861,5,《པེ་》《སྣར་》,པར།,,,,,,
,,2862,6,《པེ་》《སྣར་》,པོའི།,,,,,,
,,2863,7,《པེ་》《སྣར་》,ལ།,,,,,,
,,2864,8,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2865,9,《པེ་》《སྣར་》,བ།,,,,,,
,550,2866,1,《པེ་》《སྣར་》,འདི་ལུས་སྡུག,,,,,,
,,2867,2,《པེ་》《སྣར་》,གྱི།,,,,,,
,,2868,3,《པེ་》《སྣར་》,pདེ།,,,,,,
,,2869,4,《པེ་》《སྣར་》,པོ།,,,,,,
,,2870,5,《པེ་》《སྣར་》,པ།,,,,,,
,,2871,6,《པེ་》《སྣར་》,གྱི།,,,,,,
,551,2872,1,《པེ་》《སྣར་》,བསྡུད།,,,,,,
,,2873,2,《པེ་》《སྣར་》,mའདི།,,,,,,
,,2874,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,552,2875,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2876,2,《པེ་》《སྣར་》,བསྡུད།,,,,,,
,,2877,3,《པེ་》《སྣར་》,བསྡུད།,,,,,,
,,2878,4,《པེ་》《སྣར་》,ལས།,,,,,,
,,2879,5,《པེ་》《སྣར་》,གྱི།,,,,,,
,,2880,6,《པེ་》《སྣར་》,བྱ་བའི།,,,,,,
,,2881,7,《པེ་》《སྣར་》,བསྡུད།,,,,,,
,,2882,8,《པེ་》《སྣར་》,ཤེས་བྱའི།,,,,,,
,,2883,9,《པེ་》《སྣར་》,གྱི།,,,,,,
,553,2884,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2885,2,《པེ་》《སྣར་》,སྒྲ་ནི་བརྟེན་པར་བྱ་བ།,,,,,,
,,2886,3,《པེ་》《སྣར་》,བཟུང་གིས།,,,,,,
,,2887,4,《པེ་》《སྣར་》,པའི།,,,,,,
,,2888,5,《པེ་》《སྣར་》,གྱི།,,,,,,
,,2889,6,《པེ་》《སྣར་》,mརོ།,,,,,,
,,2890,7,《པེ་》《སྣར་》,mནི།,,,,,,
,,2891,8,《པེ་》《སྣར་》,ཅིའི།;《ཅོ་》,དེའི།,,,,,
,,2892,9,《པེ་》《སྣར་》,ནི།,,,,,,
,,2893,10,《པེ་》《སྣར་》,པ།,,,,,,
,,2894,11,《པེ་》《སྣར་》,mདང་།,,,,,,
,554,2895,1,《པེ་》《སྣར་》,ནི།,,,,,,
,,2896,2,《པེ་》《སྣར་》,pན།,,,,,,
,,2897,3,《པེ་》,པ་ཟག;《སྣར་》,པའི་ཟག,,,,,
,,2898,4,《པེ་》《སྣར་》,mམངོན་པར།,,,,,,
,,2899,5,《སྣར་》,mཟག་པ།,,,,,,
,,2900,6,《སྣར་》,ངན།,,,,,,
,,2901,7,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,555,2902,1,《པེ་》《སྣར་》,pཔ།,,,,,,
,,2903,2,《པེ་》《སྣར་》,mཕྱིར།,,,,,,
,,2904,3,《པེ་》《སྣར་》,mདང་།,,,,,,
,,2905,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2906,5,《པེ་》《སྣར་》,ལྷན།,,,,,,
,,2907,6,《པེ་》《སྣར་》,བསྟན།,,,,,,
,,2908,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2909,8,《པེ་》《སྣར་》,pབསྟེན་པ།,,,,,,
,556,2910,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2911,2,《པེ་》《སྣར་》,པར།,,,,,,
,,2912,3,《པེ་》《སྣར་》,mཡང་།,,,,,,
,,2913,4,《པེ་》《སྣར་》,སྡེ།,,,,,,
,,2914,5,《པེ་》《སྣར་》,དམ།,,,,,,
,,2915,6,《པེ་》《སྣར་》,གསལ།,,,,,,
,,2916,7,《པེ་》《སྣར་》,རྟེན།,,,,,,
,,2917,8,《པེ་》《སྣར་》,གི།,,,,,,
,,2918,9,《པེ་》《སྣར་》,པས།,,,,,,
,,2919,10,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,557,2920,1,《པེ་》,བརྟེན།,,,,,,
,,2921,2,《པེ་》《སྣར་》,mལས།,,,,,,
,,2922,3,《པེ་》,བརྟེན།,,,,,,
,,2923,4,《པེ་》,བརྟེན།,,,,,,
,,2924,5,《པེ་》,བརྟེན།,,,,,,
,,2925,6,《པེ་》《སྣར་》,རྣམས།,,,,,,
,,2926,7,《པེ་》《སྣར་》,ཅེས།,,,,,,
,,2927,8,《པེ་》《སྣར་》,ཅིག,,,,,,
,,2928,9,《པེ་》,བརྟེན།,,,,,,
,,2929,10,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,2930,11,《སྣར་》,པར།,,,,,,
,,2931,12,《པེ་》《སྣར་》,དེ།,,,,,,
,,2932,13,《པེ་》《སྣར་》,བསྟེན།,,,,,,
,,2933,14,《པེ་》《སྣར་》,མ།,,,,,,
,,2934,15,《པེ་》,ཕན་ཚུལ།;《སྣར་》,ཕན་ཚུན།,,,,,
,,2935,16,《པེ་》《སྣར་》,ཏེ།,,,,,,
,558,2936,1,《པེ་》《སྣར་》,པར།,,,,,,
,,2937,2,《པེ་》《སྣར་》,pདང་།,,,,,,
,,2938,3,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,2939,4,《པེ་》《སྣར་》,བསྟེན།,,,,,,
,,2940,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2941,6,《སྣར་》,འདྲར།,,,,,,
,,2942,7,《པེ་》《སྣར་》,mཔ།,,,,,,
,,2943,8,《སྣར་》,བརྟེན།,,,,,,
,,2944,9,《པེ་》,བརྟེན།,,,,,,
,,2945,10,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,559,2946,1,《པེ་》《སྣར་》,pའགག་པའམ།,,,,,,
,,2947,2,《པེ་》《སྣར་》,པར།,,,,,,
,,2948,3,《པེ་》《སྣར་》,རིགས།,,,,,,
,,2949,4,《པེ་》《སྣར་》,གི།,,,,,,
,,2950,5,《སྣར་》,mདུ།,,,,,,
,,2951,6,《པེ་》《སྣར་》,རིགས།,,,,,,
,560,2952,1,《སྣར་》,བསྟན།,,,,,,
,,2953,2,《སྣར་》,པའི་མཚུངས་པ།,,,,,,
,,2954,3,《པེ་》《སྣར་》,ནི་དེའི།,,,,,,
,,2955,4,《པེ་》《སྣར་》,mལ།,,,,,,
,561,2956,1,《པེ་》《སྣར་》,mཔ།,,,,,,
,,2957,2,《པེ་》《སྣར་》,mནི།,,,,,,
,,2958,3,《པེ་》《སྣར་》,གི།,,,,,,
,,2959,4,《པེ་》《སྣར་》,བལྟ།,,,,,,
,,2960,5,《པེ་》《སྣར་》,གི།,,,,,,
,,2961,6,《པེ་》《སྣར་》,བྱས།,,,,,,
,,2962,7,《པེ་》,པར་འདྲ་བའི།;《སྣར་》,པར་འདྲ་བར།,,,,,
,562,2963,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2964,2,《པེ་》《སྣར་》,བསྣམ།,,,,,,
,,2965,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2966,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2967,5,《པེ་》《སྣར་》,གི།,,,,,,
,,2968,6,《པེ་》《སྣར་》,བསྣམས།,,,,,,
,,2969,7,《པེ་》《སྣར་》,གི།,,,,,,
,,2970,8,《པེ་》《སྣར་》,གི།,,,,,,
,,2971,9,《པེ་》《སྣར་》,གྱི།,,,,,,
,,2972,10,《པེ་》《སྣར་》,ཅིག,,,,,,
,,2973,11,《པེ་》《སྣར་》,པ།,,,,,,
,,2974,12,《པེ་》《སྣར་》,ཐོས།,,,,,,
,,2975,13,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,2976,14,《པེ་》《སྣར་》,ཡང་།,,,,,,
,563,2977,1,《པེ་》《སྣར་》,གི།,,,,,,
,,2978,2,《སྣར་》,mཔ།,,,,,,
,,2979,3,《པེ་》《སྣར་》,པ་ནི་ཡང་།,,,,,,
,,2980,4,《པེ་》《སྣར་》,སྤྱིར།,,,,,,
,564,2981,1,《པེ་》《སྣར་》,mཡང་།,,,,,,
,,2982,2,《པེ་》《སྣར་》,པ།,,,,,,
,,2983,3,《པེ་》《སྣར་》,གྱི།,,,,,,
,565,2984,1,《པེ་》《སྣར་》,སྡེ།,,,,,,
,,2985,2,《པེ་》《སྣར་》,པ།,,,,,,
,,2986,3,《པེ་》《སྣར་》,ལས།,,,,,,
,,2987,4,《པེ་》《སྣར་》,mན།,,,,,,
,,2988,5,《པེ་》《སྣར་》,པ།,,,,,,
,,2989,6,《པེ་》《སྣར་》,mདུ།,,,,,,
,,2990,7,《པེ་》《སྣར་》,mདང་།,,,,,,
,,2991,8,《པེ་》《སྣར་》,ལྟའོ།,,,,,,
,,2992,9,《པེ་》《སྣར་》,བསྟེན།,,,,,,
,,2993,10,《པེ་》《སྣར་》,pདབང་པོ།,,,,,,
,,2994,11,《པེ་》《སྣར་》,mདབང་པོ།,,,,,,
,566,2995,1,《པེ་》《སྣར་》,mདང་།,,,,,,
,,2996,2,《པེ་》《སྣར་》,mལ།,,,,,,
,,2997,3,《པེ་》《སྣར་》,གིས།,,,,,,
,,2998,4,《པེ་》《སྣར་》,རིགས།,,,,,,
,,2999,5,《པེ་》《སྣར་》《ཅོ་》,mརྣམ།,,,,,,
,,3000,6,《པེ་》《སྣར་》,mཞེས་བྱ་བ།,,,,,,
,,3001,7,《པེ་》《སྣར་》,གི།,,,,,,
,567,3002,1,《སྣར་》,པ།,,,,,,
,,3003,2,《པེ་》《སྣར་》,ལུས།,,,,,,
,,3004,3,《པེ་》,mརྣམ་པ།;《སྣར་》,རྣམ་པར་ཤེས་པ།,,,,,
,,3005,4,《པེ་》《སྣར་》,ཀྱི་བསྟན།,,,,,,
,,3006,5,《པེ་》《སྣར་》,mཔར་ཤེས།,,,,,,
,,3007,6,《པེ་》《སྣར་》,པའང་།,,,,,,
,568,3008,1,《པེ་》《སྣར་》,mཀྱི།,,,,,,
,,3009,2,《པེ་》,རྟོགས།,,,,,,
,,3010,3,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,3011,4,《པེ་》《སྣར་》,pཐ་པ་ནི།,,,,,,
,,3012,5,《པེ་》《སྣར་》,བསྟན།,,,,,,
,569,3013,1,《པེ་》《སྣར་》,mདང་།,,,,,,
,,3014,2,《པེ་》《སྣར་》,གྱི།,,,,,,
,570,3015,1,《པེ་》,པ།,,,,,,
,,3016,2,《པེ་》《སྣར་》,ནའོ།།,,,,,,
,,3017,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3018,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3019,5,《པེ་》《སྣར་》,mན།,,,,,,
,,3020,6,《པེ་》《སྣར་》,གྱི།,,,,,,
,,3021,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,571,3022,1,《པེ་》《སྣར་》,གྱི།,,,,,,
,,3023,2,《པེ་》《སྣར་》,པར།,,,,,,
,,3024,3,《སྣར་》,ལས།,,,,,,
,,3025,4,《པེ་》《སྣར་》,འགྱུར།,,,,,,
,572,3026,1,《པེ་》《སྣར་》,པ།,,,,,,
,,3027,2,《པེ་》《སྣར་》,ལས།,,,,,,
,,3028,3,《པེ་》《སྣར་》,ལས།,,,,,,
,,3029,4,《པེ་》《སྣར་》,བཤད།,,,,,,
,,3030,5,《པེ་》《སྣར་》,རྒྱུ།,,,,,,
,,3031,6,《པེ་》《སྣར་》,བུ།,,,,,,
,,3032,7,《པེ་》《སྣར་》,བུ།,,,,,,
,,3033,8,《པེ་》《སྣར་》,mམ།,,,,,,
,,3034,9,《པེ་》《སྣར་》,mབྱ་བ།,,,,,,
,,3035,10,《པེ་》《སྣར་》,པ་ནི།,,,,,,
,573,3036,1,《པེ་》《སྣར་》,དཔེས་སྨོས་ཞེ།,,,,,,
,,3037,2,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,3038,3,《པེ་》《སྣར་》,དེ།,,,,,,
,,3039,4,《པེ་》《སྣར་》,འགྱུར།,,,,,,
,574,3040,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3041,2,《པེ་》《སྣར་》,གྱི།,,,,,,
,,3042,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3043,4,《པེ་》《སྣར་》,ཏེ།,,,,,,
,,3044,5,《པེ་》《སྣར་》,གི།,,,,,,
,,3045,6,《པེ་》《སྣར་》,པ།,,,,,,
,,3046,7,《པེ་》《སྣར་》,mཔ།,,,,,,
,,3047,8,《པེ་》《སྣར་》,གྱི།,,,,,,
,,3048,9,《པེ་》《སྣར་》,གྱི།,,,,,,
,575,3049,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3050,2,《པེ་》《སྣར་》,བསྒོམས།,,,,,,
,,3051,3,《པེ་》《སྣར་》,གྱི།,,,,,,
,,3052,4,《པེ་》《སྣར་》,གྱིས།,,,,,,
,576,3053,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3054,2,《པེ་》《སྣར་》,གྱི།,,,,,,
,,3055,3,《པེ་》《སྣར་》,གི།,,,,,,
,,3056,4,《པེ་》《སྣར་》,པའི།,,,,,,
,,3057,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3058,6,《པེ་》《སྣར་》,སོ།,,,,,,
,,3059,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3060,8,《པེ་》《སྣར་》,པར།,,,,,,
,577,3061,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3062,2,《སྣར་》,ཆུབ།,,,,,,
,,3063,3,《པེ་》《སྣར་》,པའི།,,,,,,
,,3064,4,《པེ་》《སྣར་》,རྟེན།,,,,,,
,,3065,5,《པེ་》《སྣར་》,གི།,,,,,,
,578,3066,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3067,2,《པེ་》《སྣར་》,བྱའོ།,,,,,,
,,3068,3,《པེ་》《སྣར་》,mནི།,,,,,,
,,3069,4,《པེ་》《སྣར་》,གི་རང་གི་རིགས།,,,,,,
,,3070,5,《པེ་》《སྣར་》,mདུ།,,,,,,
,,3071,6,《པེ་》《སྣར་》,བྱ་བའི།,,,,,,
,,3072,7,《པེ་》《སྣར་》,ལས།,,,,,,
,579,3073,1,《པེ་》《སྣར་》,བ་ནས།,,,,,,
,,3074,2,《པེ་》《སྣར་》,ཞེེས།,,,,,,
,,3075,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,580,3076,1,《པེ་》《སྣར་》,mཀྱང་།,,,,,,
,,3077,2,《པེ་》《སྣར་》,ལྟར།,,,,,,
,,3078,3,《པེ་》《སྣར་》,རྒྱུད།,,,,,,
,,3079,4,《པེ་》《སྣར་》,mནི་དེ།,,,,,,
,,3080,5,《པེ་》《སྣར་》,ཅེས།,,,,,,
,,3081,6,《པེ་》《སྣར་》,གི།,,,,,,
,,3082,7,《སྣར་》,ཅིག,,,,,,
,,3083,8,《པེ་》《སྣར་》,རྟོག ,,,,,,
,,3084,9,《པེ་》《སྣར་》,mཞེས།,,,,,,
,581,3085,1,《པེ་》《སྣར་》,གི་བཤད་པས།,,,,,,
,,3086,2,《པེ་》《སྣར་》,སོགས།,,,,,,
,,3087,3,《པེ་》《སྣར་》,གི།,,,,,,
,,3088,4,《པེ་》《སྣར་》,གྱི།,,,,,,
,,3089,5,《པེ་》《སྣར་》,བ།,,,,,,
,,3090,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3091,7,《སྣར་》,མི།,,,,,,
,,3092,8,《པེ་》《སྣར་》,།། །།བམ་པོ་ཉི་ཤུ་གཉིས་པ།,,,,,,
,,3093,9,《པེ་》《སྣར་》,mབམ་པོ་ཉི་ཤུ་གཉིས་པ།,,,,,,
,,3094,10,《པེ་》《སྣར་》,mམིང་།,,,,,,
,582,3095,1,《པེ་》《སྣར་》,mངོ་བོ།,,,,,,
,,3096,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3097,3,《པེ་》《སྣར་》,བྱུང་།,,,,,,
,,3098,4,《པེ་》《སྣར་》,mརྣམ་པ།,,,,,,
,583,3099,1,《ཅོ་》,ནས།,,,,,,
,,3100,2,《སྣར་》,གྱིས།,,,,,,
,,3101,3,《པེ་》《སྣར་》,འདི།,,,,,,
,,3102,4,《པེ་》《སྣར་》,རྟག,,,,,,
,,3103,5,《པེ་》《སྣར་》,པའི།,,,,,,
,584,3104,1,《པེ་》《སྣར་》,mནི།,,,,,,
,,3105,2,《པེ་》《སྣར་》,རིག ,,,,,,
,,3106,3,《པེ་》《སྣར་》,mཕྱིར།,,,,,,
,,3107,4,《པེ་》,mབསྟན།,,,,,,
,,3108,5,《པེ་》《སྣར་》,གྱི།,,,,,,
,,3109,6,《པེ་》《སྣར་》,པའི།,,,,,,
,585,3110,1,《པེ་》《སྣར་》,mལ།,,,,,,
,,3111,2,《པེ་》《སྣར་》,དེ།,,,,,,
,,3112,3,《པེ་》《སྣར་》,pབསམ་པ།,,,,,,
,,3113,4,《པེ་》《སྣར་》,བརྗོད་པར་བྱ་བའི་དོན་ཞུ་བའོ།,,,,,,
,,3114,5,《པེ་》《སྣར་》,བརྗོད།,,,,,,
,,3115,6,《པེ་》《སྣར་》,གནད།,,,,,,
,,3116,7,《པེ་》《སྣར་》,གྱིས།,,,,,,
,586,3117,1,《པེ་》《སྣར་》,རིགས།,,,,,,
,,3118,2,《པེ་》《སྣར་》,mནི།,,,,,,
,,3119,3,《པེ་》《སྣར་》,གྱི་བརྟག,,,,,,
,,3120,4,《པེ་》《སྣར་》,པའོ།,,,,,,
,,3121,5,《པེ་》《སྣར་》,mཔར།,,,,,,
,587,3122,1,《པེ་》《སྣར་》,བྱའོ།,,,,,,
,,3123,2,《པེ་》《སྣར་》,པར།,,,,,,
,,3124,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,3125,4,《པེ་》《སྣར་》,mབྱ་བ།,,,,,,
,,3126,5,《པེ་》《སྣར་》,mནི།,,,,,,
,,3127,6,《པེ་》《སྣར་》,བསྡུས།,,,,,,
,,3128,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3129,8,《པེ་》《སྣར་》,པ།,,,,,,
,,3130,9,《པེ་》《སྣར་》,ཞུ་བ།,,,,,,
,,3131,10,《པེ་》《སྣར་》,གཞན་གནས།,,,,,,
,,3132,11,《པེ་》《སྣར་》,རིགས།,,,,,,
,588,3133,1,《པེ་》《སྣར་》,mབསྡུས་པ།,,,,,,
,,3134,2,《པེ་》《སྣར་》,ཡིད།,,,,,,
,,3135,3,《པེ་》《སྣར་》,གྱི།,,,,,,
,,3136,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,3137,5,《པེ་》《སྣར་》,གྱི།,,,,,,
,,3138,6,《པེ་》《སྣར་》,mཉིད་ལ།,,,,,,
,,3139,7,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,3140,8,《པེ་》《སྣར་》,བརྟག,,,,,,
,,3141,9,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3142,10,《པེ་》《སྣར་》,mསྟེ།,,,,,,
,,3143,11,《སྣར་》,mསོ།,,,,,,
,589,3144,1,《པེ་》《སྣར་》,ཕྱིར་མི།,,,,,,
,,3145,2,《པེ་》《སྣར་》,བཟུང་།,,,,,,
,,3146,3,《པེ་》《སྣར་》,mདང་།,,,,,,
,,3147,4,《སྣར་》,བརྟག,,,,,,
,,3148,5,《པེ་》《སྣར་》,mཐམས་ཅད།,,,,,,
,,3149,6,《པེ་》《སྣར་》,པ།,,,,,,
,590,3150,1,《པེ་》《སྣར་》,བརྟག,,,,,,
,,3151,2,《པེ་》《སྣར་》,གྱི།,,,,,,
,,3152,3,《པེ་》《སྣར་》,mཔ།,,,,,,
,,3153,4,《པེ་》《སྣར་》,གི།,,,,,,
,,3154,5,《པེ་》《སྣར་》,mདང་། དེ་ཁོ་ནའི་ངོ་བོ་ཉིད།,,,,,,
,,3155,6,《པེ་》《སྣར་》,mརྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བའི་ངོ་བོ་ཉིད་དང་།,,,,,,
,,3156,7,《པེ་》《སྣར་》,བཟུང་།,,,,,,
,,3157,8,《པེ་》《སྣར་》,mངོ་བོ།,,,,,,
,,3158,9,《པེ་》《སྣར་》,mཉིད།,,,,,,
,,3159,10,《པེ་》《སྣར་》,pདེ་ཇི་ལྟར་གཞན་གྱི་དབང་ཡིན་ན།,,,,,,
,,3160,11,《པེ་》,ན།;《སྣར་》,mཡིན།,,,,,
,591,3161,1,《པེ་》《སྣར་》,mཀྱི།,,,,,,
,,3162,2,《པེ་》《སྣར་》,pཞེས་བྱའོ།,,,,,,
,,3163,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3164,4,《པེ་》《སྣར་》,mཔར།,,,,,,
,,3165,5,《པེ་》《སྣར་》,mཆད།,,,,,,
,,3166,6,《པེ་》《སྣར་》,པར་གཞག་པ་ནི།,,,,,,
,,3167,7,《པེ་》《སྣར་》,གི།,,,,,,
,,3168,8,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,,3169,9,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,,3170,10,《པེ་》《སྣར་》,གི།,,,,,,
,592,3171,1,《སྣར་》,།། །།,,,,,,
,,3172,2,《པེ་》《སྣར་》,གྱི།,,,,,,
,,3173,3,《པེ་》《སྣར་》,mཕྱིར།,,,,,,
,,3174,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3175,5,《པེ་》《སྣར་》,རབ་ཏུ།,,,,,,
,,3176,6,《པེ་》《སྣར་》,དབྱེ་བ།,,,,,,
,,3177,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3178,8,《པེ་》《སྣར་》,དམ།,,,,,,
,593,3179,1,《པེ་》《སྣར་》,mཔ་མ་ཡིན།,,,,,,
,,3180,2,《པེ་》《སྣར་》,པར།,,,,,,
,,3181,3,《པེ་》《སྣར་》,ཁྱད་པར།,,,,,,
,,3182,4,《པེ་》《སྣར་》,ཐོས།,,,,,,
,,3183,5,《པེ་》《སྣར་》,འཐོབ།,,,,,,
,,3184,6,《པེ་》《སྣར་》,རྟགས།,,,,,,
,,3185,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,594,3186,1,《པེ་》《སྣར་》,དམ།,,,,,,
,,3187,2,《སྣར་》,ལ།,,,,,,
,,3188,3,《པེ་》《སྣར་》,པ།,,,,,,
,,3189,4,《པེ་》《སྣར་》,པའི།,,,,,,
,,3190,5,《པེ་》《སྣར་》,གི།,,,,,,
,,3191,6,《སྣར་》,རིགས།,,,,,,
,,3192,7,《པེ་》《སྣར་》,དམ།,,,,,,
,,3193,8,《པེ་》《སྣར་》,བཏགས།,,,,,,
,,3194,9,《པེ་》《སྣར་》,ནང་།,,,,,,
,,3195,10,《པེ་》《སྣར་》,བཏགས།,,,,,,
,,3196,11,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3197,12,《པེ་》《སྣར་》,སྟོན།,,,,,,
,595,3198,1,《པེ་》《སྣར་》,mཔའི།,,,,,,
,,3199,2,《པེ་》《སྣར་》,pམེད་པ།,,,,,,
,,3200,3,《པེ་》《སྣར་》,pའདི།,,,,,,
,,3201,4,《སྣར་》,རིགས།,,,,,,
,,3202,5,《པེ་》《སྣར་》,ཞེ།,,,,,,
,596,3203,1,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,3204,2,《པེ་》《སྣར་》,བ།,,,,,,
,,3205,3,《པེ་》《སྣར་》,གི།,,,,,,
,,3206,4,《པེ་》《སྣར་》,བར།,,,,,,
,,3207,5,《པེ་》《སྣར་》,ལ།,,,,,,
,,3208,6,《པེ་》《སྣར་》,པར།,,,,,,
,,3209,7,《པེ་》《སྣར་》,འཇུག,,,,,,
,,3210,8,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,3211,9,《པེ་》《སྣར་》,བསྐྱེད་ན།,,,,,,
,,3212,10,《པེ་》《སྣར་》,གྱི་སྟོབས་ཀྱིི།,,,,,,
,,3213,11,《པེ་》《སྣར་》,pནི།,,,,,,
,,3214,12,《པེ་》《སྣར་》,གྱིས་སྟོབས་ཀྱི།,,,,,,
,,3215,13,《པེ་》《སྣར་》,ཞིག,,,,,,
,,3216,14,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,597,3217,1,《པེ་》《སྣར་》,གི།,,,,,,
,,3218,2,《པེ་》《སྣར་》,གི།,,,,,,
,,3219,3,《པེ་》《སྣར་》,རིག,,,,,,
,,3220,4,《པེ་》《སྣར་》,རིགས།,,,,,,
,,3221,5,《པེ་》《སྣར་》,pཀྱི།,,,,,,
,,3222,6,《པེ་》《སྣར་》,འབྱུང་།;《ཅོ་》,འགྱུར།,,,,,
,,3223,7,《པེ་》《སྣར་》,mཕྱིར།,,,,,,
,,3224,8,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,3225,9,《པེ་》《སྣར་》,བྱ་བ།,,,,,,
,,3226,10,《པེ་》《སྣར་》,mརྒྱུ་ལས།,,,,,,
,598,3227,1,《པེ་》《སྣར་》,གྱི།,,,,,,
,,3228,2,《པེ་》《སྣར་》,པས།,,,,,,
,,3229,3,《པེ་》《སྣར་》,རིགས།,,,,,,
,,3230,4,《པེ་》《སྣར་》,mཔ།,,,,,,
,,3231,5,《པེ་》《སྣར་》,བ།,,,,,,
,,3232,6,《སྣར་》,རྩམ་དུ་ཟག,,,,,,
,,3233,7,《པེ་》《སྣར་》,པོའི།,,,,,,
,,3234,8,《པེ་》《སྣར་》,སྲེད།,,,,,,
