ཆོས་ཚན།,ཤོག་གྲངས།,1,མཆན་གྲངས།,དཔར་མ།,མཆན།,,,,,,
,,2371,9,《པེ་》《སྣར་》,པ།,,,,,,
,339,2372,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,2373,2,《སྣར་》,དེས།,,,,,,
,,2374,3,《པེ་》《སྣར་》,འབྱུང་།,,,,,,
,,2375,4,《པེ་》《སྣར་》,འབྱུང་།,,,,,,
,,2376,5,《པེ་》,ནི།,,,,,,
,,2377,6,《པེ་》《སྣར་》,བལྟ།,,,,,,
,,2378,7,《ཅོ་》,པས།,,,,,,
,340,2379,1,《སྣར་》,པར།,,,,,,
,,2380,2,《པེ་》《སྣར་》,mཔ།,,,,,,
,,2381,3,《པེ་》《སྣར་》,སྒྱུར།,,,,,,
,,2382,4,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,,2383,5,《པེ་》《སྣར་》,mདེ།,,,,,,
,,2384,6,《པེ་》《སྣར་》,mཔར།,,,,,,
,,2385,7,《པེ་》《སྣར་》,mལ།,,,,,,
,,2386,8,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,,2387,9,《པེ་》《སྣར་》,བསྐྱེད།,,,,,,
,341,2388,1,《པེ་》《སྣར་》,པའི་ཟློག,,,,,,
,,2389,2,《པེ་》《སྣར་》,གཟེང་།,,,,,,
,,2390,3,《པེ་》《སྣར་》,གཅད།,,,,,,
,,2391,4,《པེ་》《སྣར་》,mརྣམས།,,,,,,
,,2392,5,《པེ་》《སྣར་》,ཕྱིས།,,,,,,
,,2393,6,《པེ་》,གིས།,,,,,,
,342,2394,1,《པེ་》,འགྱུར་རོ།;《སྣར་》,འགྱུར།,,,,,
,,2395,2,《སྣར་》,གྱིས།,,,,,,
,343,2396,1,《པེ་》《སྣར་》,བརྩམས་ལ།,,,,,,
,,2397,2,《པེ་》《སྣར་》,གི།,,,,,,
,,2398,3,《པེ་》《སྣར་》,པའི།,,,,,,
,,2399,4,《པེ་》《སྣར་》,རྟོག,,,,,,
,,2400,5,《པེ་》《སྣར་》,mརྫོགས་པར།,,,,,,
,,2401,6,《པེ་》《སྣར་》,པའི།,,,,,,
,,2402,7,《པེ་》《སྣར་》,mདུ།,,,,,,
,344,2403,1,《པེ་》《སྣར་》,འགྱུར་བའི།,,,,,,
,,2404,2,《པེ་》《སྣར་》,དོ།།,,,,,,
,,2405,3,《པེ་》《སྣར་》,pཔ།,,,,,,
,,2406,4,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2407,5,《པེ་》《སྣར་》,pཔ།,,,,,,
,,2408,6,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2409,7,《པེ་》《སྣར་》,pའདི།,,,,,,
,,2410,8,《པེ་》《སྣར་》,རིག,,,,,,
,,2411,9,《པེ་》,བལྟོས་པའི་རིགས།;《སྣར་》,བལྟོས་པའི་རིག།,,,,,
,,2412,10,《པེ་》,རིག,,,,,,
,345,2413,1,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2414,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2415,3,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2416,4,《པེ་》《སྣར་》,བལྟོས།,,,,,, (ཆོས་ཚན་འདིའི་ནང་དུ་ལྟོས་ཞེས་པ་རྣམས 72 ལ་བལྟོས་ཞེས་འཁོད་ཀྱང་བསྡུར་མཆན་དུ་བཀོད་མེད།)
,,2417,5,《པེ་》《སྣར་》,པའི་རིག,,,,,,
,,2418,6,《པེ་》《སྣར་》,སྐྱེས་པ།,,,,,,
,,2419,7,《པེ་》《སྣར་》,mཞེས་བྱའོ།,,,,,,
,346,2420,1,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2421,2,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2422,3,《པེ་》《སྣར་》,pདེ།,,,,,,
,,2423,4,《པེ་》《སྣར་》,pདག,,,,,,
,,2424,5,《པེ་》《སྣར་》,སོ།,,,,,,
,,2425,6,《པེ་》,ལྟ་བ་ན།;《སྣར་》,ལྟ་བ་ནས།,,,,,
,,2426,7,《པེ་》,པ་འགྲུབ།;《སྣར་》,པར་འགྲུབ།,,,,,
,347,2427,1,《སྣར་》,ཀྱི།,,,,,,
,,2428,2,《སྣར་》,འཐུན།,,,,,,
,,2429,3,《པེ་》《སྣར་》,གི།,,,,,,
,,2430,4,《པེ་》《སྣར་》,རིག,,,,,,
,,2431,5,《པེ་》,རིག,,,,,,
,,2432,6,《པེ་》,བསྒྲུབ་པའི་རིག་པ།;《སྣར་》,བསྒྲུབ་པའི་རིག་པ།,,,,,
,,2433,7,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,,2434,8,《པེ་》,གྱུར་པ།,,,,,,
,,2435,9,《པེ་》,རིག,,,,,,
,,2436,10,《པེ་》《སྣར་》,ཤེས།,,,,,,
,,2437,11,《པེ་》《སྣར་》,བལྟོས། ,,,,,,(ཆོས་ཚན་འདིའི་ནང་དུ་ལྟོས་ཞེས་པ་རྣམས 72 ལ་བལྟོས་ཞེས་འཁོད་ཀྱང་བསྡུར་མཆན་དུ་བཀོད་མེད།)
,,2438,12,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,348,2439,1,《པེ་》《སྣར་》,ཅེས།,,,,,,
,,2440,2,《པེ་》《སྣར་》,པས།,,,,,,
,,2441,3,《པེ་》《སྣར་》,བལྟོས།   ,,,,,,
,,2442,4,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,2443,5,《པེ་》《སྣར་》,mདེ།,,,,,,
,,2444,6,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,2445,7,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,,2446,8,《པེ་》《སྣར་》,mནི།,,,,,,
,,2447,9,《པེ་》《སྣར་》,mནི།,,,,,,
,349,2448,1,《པེ་》《སྣར་》,བརྟགས།,,,,,,
,,2449,2,《སྣར་》,དཀོད།,,,,,,
,,2450,3,《ཅོ་》,རྐྱེན།,,,,,,
,,2451,4,《པེ་》《སྣར་》,ནི།,,,,,,
,,2452,5,《སྣར་》,བདུད།,,,,,,
,,2453,6,《པེ་》《སྣར་》,གི།,,,,,,
,,2454,7,《པེ་》《སྣར་》,mལ།,,,,,,
,,2455,8,《པེ་》,རྟག,,,,,,
,,2456,9,《པེ་》《སྣར་》,པ།,,,,,,
,,2457,10,《པེ་》,རིག,,,,,,
,350,2458,1,《པེ་》《སྣར་》,mལ།,,,,,,
,,2459,2,《པེ་》《སྣར་》《ཅོ་》,གིས།,,,,,,
,,2460,3,《པེ་》《སྣར་》,mཡང་།,,,,,,
,,2461,4,《པེ་》《སྣར་》,mརྣམ་པ་ལྔར།,,,,,,
,,2462,5,《པེ་》《སྣར་》,བསྟན།,,,,,,
,,2463,6,《སྣར་》,ཆེན།,,,,,,
,,2464,7,《པེ་》《སྣར་》,mཔ་རྣམ།,,,,,,
,,2465,8,《སྣར་》,mབ།,,,,,,
,,2466,9,《པེ་》《སྣར་》,mམ།,,,,,,
,351,2467,1,《པེ་》《སྣར་》,དོ།།,,,,,,
,,2468,2,《པེ་》《སྣར་》,བྱའོ།,,,,,,
,,2469,3,《པེ་》《སྣར་》,ལས།,,,,,,
,,2470,4,《པེ་》,ཀྱིས།,,,,,,
,,2471,5,《པེ་》《སྣར་》,mབ་མཐོང་།,,,,,,
,,2472,6,《སྣར་》,ཆོས།,,,,,,
,,2473,7,《པེ་》《སྣར་》,mདག,,,,,,
,,2474,8,《པེ་》《སྣར་》,བསམ།,,,,,,
,,2475,9,《པེ་》,ཀྱི།,,,,,,
,,2476,10,《པེ་》《སྣར་》,pཔ།,,,,,,
,,2477,11,《པེ་》《སྣར་》,ནི།,,,,,,
,352,2478,1,《པེ་》《སྣར་》,mམཚན,,,,,,
,,2479,2,《པེ་》《སྣར་》,རྒྱུས།,,,,,,
,,2480,3,《པེ་》《སྣར་》《ཅོ་》,བརྟགས།,,,,,,
,,2481,4,《སྣར་》,མཚན།,,,,,,
,,2482,5,《པེ་》《སྣར་》,ཞེས།,,,,,,
,,2483,6,《པེ་》《སྣར་》,གྱིས།,,,,,,
,,2484,7,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,2485,8,《སྣར་》,ཀྱི།,,,,,,
,,2486,9,《པེ་》,དེ།,,,,,,
,353,2487,1,《པེ་》,མེད།,,,,,,
,,2488,2,《ཅོ་》,pཅེ།,,,,,,
,,2489,3,《པེ་》,pན།,,,,,,
,,2490,4,《པེ་》《སྣར་》,པར།,,,,,,
,,2491,5,《པེ་》,mཔའི།,,,,,,
,,2492,6,《པེ་》《སྣར་》,ཅེས་བྱའོ། །ཞེས།,,,,,,
,,2493,7,《སྣར་》,mདེ།;《ཅོ་》,འདི།,,,,,
,,2494,8,《པེ་》《སྣར་》,ནས།,,,,,,
,,2495,9,《པེ་》《སྣར་》,པར།,,,,,,
,354,2496,1,《སྣར་》,ཏེ།,,,,,,
,,2497,2,《ཅོ་》,གསུངས།,,,,,,
,,2498,3,《པེ་》《སྣར་》,ཤེས།,,,,,,
,,2499,4,《པེ་》《སྣར་》,pདང་།,,,,,,
,,2500,5,《ཅོ་》,མ།,,,,,,
,,2501,6,《པེ་》《སྣར་》,པ་རགས།,,,,,,
,,2502,7,《པེ་》《སྣར་》,mཔ།,,,,,,
,355,2503,1,《སྣར་》,གྱིས།,,,,,,
,,2504,2,《པེ་》《སྣར་》,mམ།,,,,,,
,,2505,3,《པེ་》《སྣར་》,པ།,,,,,,
,,2506,4,《པེ་》《སྣར་》,རིག,,,,,,
,,2507,5,《པེ་》《སྣར་》,བསྒྲུབས།,,,,,,
,356,2508,1,《པེ་》《སྣར་》,mབ།,,,,,,
,,2509,2,《པེ་》《སྣར་》,དཔེ།,,,,,,
,,2510,3,《སྣར་》,བསྒྲུབས།,,,,,,
,,2511,4,《པེ་》《སྣར་》,བསྒྲུབས།,,,,,,
,,2512,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2513,6,《པེ་》《སྣར་》,གིས་དཔེ།,,,,,,
,,2514,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,357,2515,1,《པེ་》《སྣར་》,གིས།,,,,,,
,,2516,2,《པེ་》《སྣར་》,བསྒྲུབས་པ།,,,,,,
,,2517,3,《པེ་》《སྣར་》,དཔེ།,,,,,,
,,2518,4,《པེ་》《སྣར་》,གྲགས།,,,,,,
,,2519,5,《པེ་》《སྣར་》,གྲགས།,,,,,,
,,2520,6,《པེ་》《སྣར་》,mཡང་།,,,,,,
,,2521,7,《པེ་》,བསྒྲུབས།,,,,,,
,,2522,8,《པེ་》《སྣར་》,པས།,,,,,,
,,2523,9,《པེ་》《སྣར་》,mཔ།,,,,,,
,,2524,10,《པེ་》《སྣར་》,གྲགས།,,,,,,
,,2525,11,《པེ་》《སྣར་》,གྲགས།,,,,,,
,,2526,12,《པེ་》《སྣར་》,གྲགས།,,,,,,
,,2527,13,《པེ་》《སྣར་》,བསྟན།,,,,,,
,,2528,14,《པེ་》《སྣར་》,pལ་ཞེས་པ།,,,,,,
,358,2529,1,《པེ་》《སྣར་》,པས།,,,,,,
,,2530,2,《པེ་》,རྟོགས།;《སྣར་》,རྟག་པ་ཡོངས་སུ་དག,,,,,
,,2531,3,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,,2532,4,《པེ་》,mའདིར།,,,,,,
,,2533,5,《པེ་》《སྣར་》,mཅི།,,,,,,
,,2534,6,《པེ་》《སྣར་》,mརྣམ་པ།,,,,,,
,359,2535,1,《པེ་》《སྣར་》,mགང་ཡིན་པ།,,,,,,
,,2536,2,《པེ་》《སྣར་》,mརྣམ་པ།,,,,,,
,,2537,3,《པེ་》《སྣར་》,དང་།,,,,,,
,,2538,4,《པེ་》《སྣར་》,དང་།,,,,,,
,,2539,5,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,,2540,6,《པེ་》《སྣར་》,ངུ་པའི།,,,,,,
,,2541,7,《པེ་》《སྣར་》,ལ།,,,,,,
,360,2542,1,《པེ་》,mཀྱི།,,,,,,
,,2543,2,《པེ་》《སྣར་》,mམ་ཡིན་པ།,,,,,,
,,2544,3,《པེ་》《སྣར་》,pཅན།,,,,,,
,,2545,4,《པེ་》《སྣར་》,དེ་ནི།,,,,,,
,,2546,5,《སྣར་》,འགྱུར།,,,,,,
,,2547,6,《པེ་》,ངེས།,,,,,,
,,2548,7,《པེ་》《སྣར་》,གིས།,,,,,,
,361,2549,1,《པེ་》《སྣར་》,གི།,,,,,,
,,2550,2,《པེ་》《སྣར་》,བརྟག།,,,,,,
,,2551,3,《པེ་》《སྣར་》,གསུང་བར་ཤེས།,,,,,,
,,2552,4,《སྣར་》,ན།,,,,,,
,,2553,5,《ཅོ་》,པོའི།,,,,,,
,,2554,6,《པེ་》《སྣར་》,བདེ་བ།,,,,,,
,362,2555,1,《པེ་》《སྣར་》,གི།,,,,,,
,,2556,2,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2557,3,《པེ་》《སྣར་》,རྟོགས།,,,,,,
,,2558,4,《པེ་》《སྣར་》,mནི།,,,,,,
,,2559,5,《པེ་》《སྣར་》,mདེ།,,,,,,
,,2560,6,《པེ་》《སྣར་》,འདི།,,,,,,
,363,2561,1,《ཅོ་》,པར།,,,,,,
,,2562,2,《པེ་》《སྣར་》,ལ།,,,,,,
,,2563,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2564,4,《པེ་》《སྣར་》,བྱུང་།,,,,,,
,,2565,5,《སྣར་》,ནི།,,,,,,
,,2566,6,《པེ་》《སྣར་》,mདོ།,,,,,,
,,2567,7,《པེ་》《སྣར་》,mརྣམ་པ།,,,,,,
,364,2568,1,《པེ་》,པར།,,,,,,
,,2569,2,《པེ་》《སྣར་》,pརྣམ་པ་ཐམས་ཅད་མཁྱེན་པ་དང་།,,,,,,
,,2570,3,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2571,4,《པེ་》《སྣར་》,ཅེ།,,,,,,
,,2572,5,《པེ་》《སྣར་》,སྐུར།,,,,,,
,365,2573,1,《སྣར་》,བརྙེད།,,,,,,
,,2574,2,《པེ་》《སྣར་》,དང་། རིམས་ཀྱི།,,,,,,
,,2575,3,《པེ་》《སྣར་》,གིས།,,,,,,
,,2576,4,《པེ་》《སྣར་》,ཅེ་ན།,,,,,,
,,2577,5,《པེ་》《སྣར་》,mལ།,,,,,,
,,2578,6,《པེ་》《སྣར་》,ཟློག,,,,,,
,,2579,7,《པེ་》《སྣར་》,དོ།,,,,,,
,,2580,8,《པེ་》《སྣར་》,pནི།,,,,,,
,366,2581,1,《པེ་》《སྣར་》,པར།,,,,,,
,,2582,2,《པེ་》《སྣར་》,ད།,,,,,,
,,2583,3,《པེ་》《སྣར་》,ལང་།,,,,,,
,367,2584,1,《པེ་》《སྣར་》,mཔ,,,,,,
,,2585,2,《པེ་》《སྣར་》,འགྱུར་བས།,,,,,,
,,2586,3,《པེ་》《སྣར་》,མངས།,,,,,,
,,2587,4,《པེ་》《སྣར་》,འཁྲུག,,,,,,
,,2588,5,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,368,2589,1,《སྣར་》,ལོ།,,,,,,
,,2590,2,《པེ་》《སྣར་》,ཐོབ།,,,,,,
,,2591,3,《པེ་》《སྣར་》,ཅི།,,,,,,
,,2592,4,《པེ་》《སྣར་》,དཔའ།,,,,,,
,,2593,5,《པེ་》,pཔར།,,,,,,
,,2594,6,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2595,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2596,8,《པེ་》《སྣར་》,ལྡིས།,,,,,,
,,2597,9,《པེ་》《སྣར་》,ཐོར།,,,,,,
,369,2598,1,《པེ་》《སྣར་》,དེ།,,,,,,
,,2599,2,《པེ་》《སྣར་》,pཀྱི།,,,,,,
,,2600,3,《ཅོ་》,བསྒོམ།,,,,,,
,,2601,4,《པེ་》,རིགས།,,,,,,
,370,2602,1,《པེ་》,སྐྱོད།,,,,,,
,,2603,2,《པེ་》《སྣར་》,pནི།,,,,,,
,,2604,3,《པེ་》《སྣར་》,ཅན།,,,,,,
,,2605,4,《པེ་》《སྣར་》,mལ།,,,,,,
,,2606,5,《པེ་》《སྣར་》,pནི།,,,,,,
,,2607,6,《པེ་》《སྣར་》,བྱུང་།,,,,,,
,,2608,7,《པེ་》《སྣར་》,པས།,,,,,,
,,2609,8,《པེ་》《སྣར་》,པས།,,,,,,
,,2610,9,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2611,10,《པེ་》《སྣར་》,བཞིའི།,,,,,,
,371,2612,1,《ཅོ་》,ཡངས།,,,,,,
,,2613,2,《པེ་》《སྣར་》,mཕྱིར།,,,,,,
,372,2614,1,《པེ་》《སྣར་》,mདང་།,,,,,,
,,2615,2,《སྣར་》,mརྣམ་པ་ལྔ་།,,,,,,
,,2616,3,《སྣར་》,pར།,,,,,,
,,2617,4,《པེ་》,འཇུག,,,,,,
,,2618,5,《ཅོ་》,ལྟར།,,,,,,
,,2619,6,《པེ་》《སྣར་》,པ་བསྒྲུབ;《ཅོ་》,པས་བསྒྲུབ།,,,,,
,,2620,7,《པེ་》,འཐད་པས་བསྒྲུབ།;《སྣར་》,མཐད་པས་བསྒྲུབ།,,,,,
,373,2621,1,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2622,2,《པེ་》《སྣར་》,ད།,,,,,,
,,2623,3,《པེ་》,བསྒྲུབས།;《སྣར་》,བསྒྲུབ།,,,,,
,,2624,4,《ཅོ་》,ཡིན།,,,,,,
,,2625,5,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2626,6,《པེ་》《སྣར་》,གྱི།,,,,,,
,,2627,7,《པེ་》《སྣར་》,སྟོན།,,,,,,
,,2628,8,《པེ་》《སྣར་》,མདོ།,,,,,,
,374,2629,1,《པེ་》《སྣར་》,རིག,,,,,,
,,2630,2,《པེ་》,དོ།,,,,,,
,,2631,3,《པེ་》《སྣར་》,དེ།,,,,,,
,,2632,4,《པེ་》《སྣར་》,རིག,,,,,,
,,2633,5,《པེ་》《སྣར་》,mཏུ།,,,,,,
,375,2634,1,《པེ་》《སྣར་》,mན།,,,,,,
,,2635,2,《སྣར་》,pཔ།,,,,,,
,,2636,3,《པེ་》《སྣར་》,pགཞན།,,,,,,
,,2637,4,《པེ་》《སྣར་》,pརོ།,,,,,,
,,2638,5,《པེ་》,mབ།,,,,,,
,376,2639,1,《པེ་》《ཅོ་》,བསྐྱེད།,,,,,,
,,2640,2,《པེ་》《སྣར་》,སྐྱེད།,,,,,,
,,2641,3,《པེ་》《སྣར་》,ལྷག,,,,,,
,,2642,4,《སྣར་》,mདང་བདེ་བ།,,,,,,
,,2643,5,《སྣར་》,བྱམ།,,,,,,
,,2644,6,《པེ་》,རིག,,,,,,
,,2645,7,《པེ་》《སྣར་》,mའཇུག་པ་ལས།,,,,,,
,,2646,8,《པེ་》《སྣར་》,བྱུང་།,,,,,,
,377,2647,1,《པེ་》《སྣར་》,mཔ།,,,,,,
,,2648,2,《པེ་》《སྣར་》,འབྱུང་།,,,,,,
,,2649,3,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,2650,4,《པེ་》《སྣར་》,བསྒྲུབས།,,,,,,
,,2651,5,《པེ་》《སྣར་》,སྒྲུབས།,,,,,,
,,2652,6,《པེ་》《སྣར་》,mདོ།,,,,,,
,,2653,7,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2654,8,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,378,2655,1,《པེ་》《སྣར་》,ལས།,,,,,,
,,2656,2,《པེ་》《སྣར་》,ལ།,,,,,,
,379,2657,1,《པེ་》,རིག,,,,,,
,,2658,2,《པེ་》《སྣར་》,དགོངས།,,,,,,
,,2659,3,《པེ་》《སྣར་》,mདང་།,,,,,,
,,2660,4,《པེ་》《སྣར་》,བྱ་བ།,,,,,,
,,2661,5,《པེ་》《སྣར་》,mབཤད་པ།,,,,,,
,,2662,6,《པེ་》《སྣར་》,pབཤད་པ།,,,,,,
,,2663,7,《པེ་》《སྣར་》,པས།,,,,,,
,,2664,8,《པེ་》,ཀྱི།,,,,,,
,,2665,9,《སྣར་》,གྱིས།,,,,,,
,,2666,10,《པེ་》《སྣར་》,དཔེས།,,,,,,
,380,2667,1,《པེ་》《སྣར་》,བྱ་བ།,,,,,,
,,2668,2,《པེ་》《སྣར་》,བཅའ་བའི།,,,,,,
,,2669,3,《པེ་》《སྣར་》,རྟག,,,,,,
,,2670,4,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,2671,5,《སྣར་》,mམི་མཐུན་པ་གང་ཡིན་པ་དེ་ནི་ཐམས་ཅད།,,,,,,
,,2672,6,《པེ་》《སྣར་》,པས།,,,,,,
,,2673,7,《པེ་》《སྣར་》,སྟེ།,,,,,,
,,2674,8,《པེ་》《སྣར་》,བྱ་སྟེ།,,,,,,
,,2675,9,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,381,2676,1,《པེ་》《སྣར་》,གྲོལ།,,,,,,
,,2677,2,《པེ་》《སྣར་》,ནི།,,,,,,
,,2678,3,《པེ་》《སྣར་》,བརྟག,,,,,,
,,2679,4,《པེ་》《སྣར་》,རྟག,,,,,,
,,2680,5,《པེ་》《སྣར་》,རྟག,,,,,,
,,2681,6,《པེ་》《སྣར་》,གི།,,,,,,
,,2682,7,《པེ་》《སྣར་》,བརྟག,,,,,,
,,2683,8,《པེ་》《སྣར་》,ར།,,,,,,
,,2684,9,《པེ་》《སྣར་》,བརྟགས།,,,,,,
,,2685,10,《པེ་》《སྣར་》,mལས།,,,,,,
,,2686,11,《པེ་》《སྣར་》,རྟག་པ།,,,,,,
,,2687,12,《ཅོ་》,ལྟར།,,,,,,
,,2688,13,《པེ་》《སྣར་》,པའི།,,,,,,
,382,2689,1,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2690,2,《པེ་》《སྣར་》,རྩེ།,,,,,,
,,2691,3,《པེ་》《སྣར་》,སྒྲོག,,,,,,
,,2692,4,《པེ་》《སྣར་》《ཅོ་》,pནི།,,,,,,
,,2693,5,《པེ་》《སྣར་》,སྟེ།,,,,,,
,,2694,6,《པེ་》《སྣར་》,བརྟག,,,,,,
,383,2695,1,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,2696,2,《པེ་》《སྣར་》,དཔེ།,,,,,,
,,2697,3,《པེ་》《སྣར་》,རིག,,,,,,
,,2698,4,《པེ་》,ཐོབ།,,,,,,
,,2699,5,《སྣར་》,དག,,,,,,
,,2700,6,《པེ་》《སྣར་》,གྲགས།,,,,,,
,,2701,7,《པེ་》《སྣར་》,གྲགས།,,,,,,
,,2702,8,《པེ་》《སྣར་》,བརྟེན།,,,,,,
,,2703,9,《པེ་》《སྣར་》,གྲེག,,,,,,
,384,2704,1,《པེ་》《སྣར་》,པ།,,,,,,
,,2705,2,《པེ་》《སྣར་》,གྲེག,,,,,,
,,2706,3,《པེ་》《སྣར་》,གྲེག,,,,,,
,,2707,4,《པེ་》《སྣར་》,pམཚན་ཉིད།,,,,,,
,,2708,5,《པེ་》《སྣར་》,ལ།,,,,,,
,,2709,6,《པེ་》《སྣར་》,རིག,,,,,,
,,2710,7,《པེ་》《སྣར་》,ཟློག,,,,,,
,,2711,8,《པེ་》《སྣར་》,གྲེག,,,,,,
,,2712,9,《པེ་》《སྣར་》,གྲེག,,,,,,
,,2713,10,《པེ་》《སྣར་》,གྲེག,,,,,,
,385,2714,1,《པེ་》《སྣར་》,གྲེག,,,,,,
,,2715,2,《པེ་》《སྣར་》,mདུ།,,,,,,
,,2716,3,《པེ་》《སྣར་》,གྲེག,,,,,,
,,2717,4,《པེ་》《སྣར་》,མ་གྲེག,,,,,,
,,2718,5,《པེ་》《སྣར་》,གྲེག,,,,,,
,,2719,6,《པེ་》《སྣར་》,པ།,,,,,,
,,2720,7,《པེ་》《སྣར་》,གྲེག,,,,,,
,,2721,8,《པེ་》《སྣར་》,རིག,,,,,,
,,2722,9,《པེ་》《སྣར་》,གྲེག,,,,,,
,,2723,10,《པེ་》《སྣར་》,བསྟན།,,,,,,
,386,2724,1,《པེ་》《སྣར་》,གྲེག,,,,,,
,,2725,2,《པེ་》《སྣར་》,གྲེག,,,,,,
,,2726,3,《ཅོ་》,བསྡུས།,,,,,,
,,2727,4,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2728,5,《པེ་》《སྣར་》,mའདི།,,,,,,
,,2729,6,《སྣར་》,pཔ།,,,,,,
,,2730,7,《སྣར་》,ཚུངས།,,,,,,
,,2731,8,《སྣར་》,བས།,,,,,,
,387,2732,1,《ཅོ་》,mཉིད།,,,,,,
,,2733,2,《པེ་》《སྣར་》《ཅོ་》,mལ།,,,,,,
,,2734,3,《པེ་》《སྣར་》,བཞིན།,,,,,,
,,2735,4,《ཅོ་》,པར།,,,,,,
,,2736,5,《པེ་》《སྣར་》,ཀྱི།,,,,,,
,,2737,6,《པེ་》《སྣར་》,ཕྱིར།,,,,,,
,388,2738,1,《པེ་》《སྣར་》,རྟག,,,,,,
,,2739,2,《པེ་》《སྣར་》,pཏུ།,,,,,,
,,2740,3,《པེ་》《སྣར་》,གྲག,,,,,,
,,2741,4,《སྣར་》,གྲག,,,,,,
,389,2742,1,《པེ་》《སྣར་》,ཀྱིས།,,,,,,
,,2743,2,《པེ་》《སྣར་》,རིག,,,,,,
,,2744,3,《པེ་》,mཀུན་དུ།;《སྣར་》,ཀུན།,,,,,
,,2745,4,《པེ་》,པའི།,,,,,,
,,2746,5,《པེ་》《སྣར་》,mགང་།,,,,,,
,,2747,6,《པེ་》《སྣར་》,རིག,,,,,,
,,2748,7,《པེ་》《སྣར་》,རིག,,,,,,
,,2749,8,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,2750,9,《པེ་》《སྣར་》,བསྒྲུབ།,,,,,,
,,2751,10,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,2752,11,《པེ་》《སྣར་》,pན།,,,,,,
,,2753,12,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,2754,13,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,390,2755,1,《པེ་》《སྣར་》,བལྟོས།,,,,,,
,,2756,2,《པེ་》《སྣར་》,རིག,,,,,,
,,2757,3,《པེ་》,རིགས།,,,,,,
,,2758,4,《སྣར་》,གཟོ།,,,,,,
,,2759,5,《པེ་》《སྣར་》,བསྒྲུབ་པའི་རིག,,,,,,
,,2760,6,《སྣར་》,བསྒྲུབས།,,,,,,
,,2761,7,《པེ་》《སྣར་》,གྱི།,,,,,,
,,2762,8,《པེ་》,རིག,,,,,,
,,2763,9,《པེ་》《སྣར་》,གནས།,,,,,,
,,2764,10,《པེ་》《སྣར་》,གྱི།,,,,,,
,391,2765,1,《སྣར་》,གི།,,,,,,
,,2766,2,《པེ་》《སྣར་》,mགི།,,,,,,
,,2767,3,《པེ་》《སྣར་》,mཉིད།,,,,,,
,,2768,4,《པེ་》《སྣར་》,མ།,,,,,,
,392,2769,1,《པེ་》,གིས།,,,,,,
,,2770,2,《པེ་》《སྣར་》,གྱི།,,,,,,
,,2771,3,《པེ་》《སྣར་》,པ།,,,,,,
,393,2772,1,《པེ་》《སྣར་》,ཅེས།,,,,,,
,,2773,2,《པེ་》《སྣར་》,mཞེས།,,,,,,
,394,2774,1,《ཅོ་》,ཀྱི།,,,,,,
,,2775,2,《པེ་》《སྣར་》,mཕྱི།,,,,,,
,,2776,3,《སྣར་》,པས།,,,,,,
,,2777,4,《པེ་》《སྣར་》,pབཏབ་པ།,,,,,,
